Segment Info
Segment Name,77
Recording Name,记录001
Subject Name,被试001
Start Time(s),193.3479006
End Time(s),195.85032

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,6,0.101,0.003,0.046,0.0168333333333333
2,Blink,2,0.297,0.085,0.212,0.1485
3,Fixation,9,1.725,0.085,0.33,0.191666666666667
4,Saccades,13,0.38,0.002,0.065,0.0292307692307692

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,193.347,193.479,0.132
2,Saccades,193.479,193.499,0.02
3,Fixation,193.499,193.675,0.176
4,Saccades,193.675,193.694,0.019
5,Fixation,193.694,194.024,0.33
6,Saccades,194.024,194.06,0.036
7,Fixation,194.06,194.154,0.094
8,Saccades,194.154,194.172,0.018
9,Null,194.172,194.182,0.01
10,Blink,194.182,194.394,0.212
11,Null,194.394,194.404,0.01
12,Saccades,194.404,194.454,0.05
13,Null,194.454,194.5,0.046
14,Saccades,194.5,194.512,0.012
15,Null,194.512,194.515,0.003
16,Saccades,194.515,194.545,0.03
17,Fixation,194.545,194.655,0.11
18,Saccades,194.655,194.692,0.037
19,Fixation,194.692,194.982,0.29
20,Saccades,194.982,195.044,0.062
21,Fixation,195.044,195.302,0.258
22,Saccades,195.302,195.325,0.023
23,Fixation,195.325,195.41,0.085
24,Saccades,195.41,195.475,0.065
25,Fixation,195.475,195.725,0.25
26,Saccades,195.725,195.727,0.002
27,Null,195.727,195.749,0.022
28,Saccades,195.749,195.755,0.006
29,Null,195.755,195.765,0.01
30,Blink,195.765,195.85,0.085
