Segment Info
Segment Name,48
Recording Name,记录001
Subject Name,被试002
Start Time(s),118.0684762
End Time(s),120.5689828

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,10,0.105,0.003,0.035,0.0105
2,Blink,1,0.131,0.131,0.131,0.131
3,Fixation,11,1.605,0.073,0.278,0.145909090909091
4,Saccades,20,0.659,0.001,0.109,0.03295

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,118.068,118.198,0.13
2,Saccades,118.198,118.2,0.002
3,Fixation,118.2,118.38,0.18
4,Saccades,118.38,118.42,0.04
5,Fixation,118.42,118.59,0.17
6,Saccades,118.59,118.603,0.013
7,Null,118.603,118.638,0.035
8,Saccades,118.638,118.677,0.039
9,Null,118.677,118.687,0.01
10,Saccades,118.687,118.688,0.001
11,Fixation,118.688,118.85,0.162
12,Saccades,118.85,118.905,0.055
13,Fixation,118.905,118.998,0.093
14,Saccades,118.998,119.107,0.109
15,Null,119.107,119.11,0.003
16,Saccades,119.11,119.135,0.025
17,Fixation,119.135,119.275,0.14
18,Saccades,119.275,119.335,0.06
19,Null,119.335,119.34,0.005
20,Saccades,119.34,119.355,0.015
21,Fixation,119.355,119.428,0.073
22,Saccades,119.428,119.432,0.004
23,Null,119.432,119.442,0.01
24,Blink,119.442,119.573,0.131
25,Null,119.573,119.583,0.01
26,Saccades,119.583,119.618,0.035
27,Fixation,119.618,119.725,0.107
28,Saccades,119.725,119.795,0.07
29,Null,119.795,119.802,0.007
30,Saccades,119.802,119.813,0.011
31,Null,119.813,119.82,0.007
32,Saccades,119.82,119.822,0.002
33,Fixation,119.822,119.95,0.128
34,Saccades,119.95,119.957,0.007
35,Null,119.957,119.97,0.013
36,Saccades,119.97,120.022,0.052
37,Fixation,120.022,120.3,0.278
38,Saccades,120.3,120.31,0.01
39,Null,120.31,120.315,0.005
40,Saccades,120.315,120.413,0.098
41,Fixation,120.413,120.557,0.144
42,Saccades,120.557,120.568,0.011
