Segment Info
Segment Name,88
Recording Name,记录001
Subject Name,被试001
Start Time(s),220.9758285
End Time(s),223.474526

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,4,0.038,0.007,0.011,0.0095
2,Blink,1,0.1,0.1,0.1,0.1
3,Fixation,10,1.976,0.036,0.403,0.1976
4,Saccades,12,0.385,0.002,0.055,0.0320833333333333

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,220.975,221.011,0.036
2,Saccades,221.011,221.038,0.027
3,Fixation,221.038,221.168,0.13
4,Saccades,221.168,221.205,0.037
5,Fixation,221.205,221.386,0.181
6,Saccades,221.386,221.43,0.044
7,Fixation,221.43,221.59,0.16
8,Saccades,221.59,221.64,0.05
9,Fixation,221.64,222.008,0.368
10,Saccades,222.008,222.055,0.047
11,Fixation,222.055,222.288,0.233
12,Saccades,222.288,222.305,0.017
13,Null,222.305,222.315,0.01
14,Blink,222.315,222.415,0.1
15,Null,222.415,222.425,0.01
16,Saccades,222.425,222.443,0.018
17,Null,222.443,222.45,0.007
18,Saccades,222.45,222.456,0.006
19,Fixation,222.456,222.555,0.099
20,Saccades,222.555,222.59,0.035
21,Null,222.59,222.601,0.011
22,Saccades,222.601,222.603,0.002
23,Fixation,222.603,222.863,0.26
24,Saccades,222.863,222.91,0.047
25,Fixation,222.91,223.016,0.106
26,Saccades,223.016,223.071,0.055
27,Fixation,223.071,223.474,0.403
