Segment Info
Segment Name,129
Recording Name,记录002
Subject Name,被试002
Start Time(s),324.2671244
End Time(s),326.7725151

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,9,0.114,0.002,0.033,0.0126666666666667
2,Fixation,6,2.15,0.067,1.427,0.358333333333333
3,Saccades,14,0.241,0.001,0.055,0.0172142857142857

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,324.267,324.341,0.074
2,Saccades,324.341,324.368,0.027
3,Fixation,324.368,324.435,0.067
4,Saccades,324.435,324.448,0.013
5,Null,324.448,324.466,0.018
6,Saccades,324.466,324.468,0.002
7,Null,324.468,324.501,0.033
8,Saccades,324.501,324.511,0.01
9,Null,324.511,324.521,0.01
10,Saccades,324.521,324.523,0.002
11,Null,324.523,324.531,0.008
12,Saccades,324.531,324.538,0.007
13,Null,324.538,324.54,0.002
14,Saccades,324.54,324.555,0.015
15,Null,324.555,324.566,0.011
16,Saccades,324.566,324.616,0.05
17,Fixation,324.616,324.726,0.11
18,Saccades,324.726,324.771,0.045
19,Null,324.771,324.791,0.02
20,Saccades,324.791,324.793,0.002
21,Fixation,324.793,325.088,0.295
22,Saccades,325.088,325.143,0.055
23,Null,325.143,325.151,0.008
24,Saccades,325.151,325.161,0.01
25,Null,325.161,325.165,0.004
26,Saccades,325.165,325.166,0.001
27,Fixation,325.166,325.343,0.177
28,Saccades,325.343,325.345,0.002
29,Fixation,325.345,326.772,1.427
