Segment Info
Segment Name,95
Recording Name,记录002
Subject Name,被试002
Start Time(s),238.3513471
End Time(s),240.8394871

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,8,0.049,0.001,0.014,0.006125
2,Blink,1,0.103,0.103,0.103,0.103
3,Fixation,11,1.782,0.073,0.352,0.162
4,Saccades,17,0.554,0.002,0.072,0.0325882352941177

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,238.351,238.703,0.352
2,Saccades,238.703,238.736,0.033
3,Fixation,238.736,238.858,0.122
4,Saccades,238.858,238.911,0.053
5,Fixation,238.911,239.128,0.217
6,Saccades,239.128,239.188,0.06
7,Fixation,239.188,239.406,0.218
8,Saccades,239.406,239.465,0.059
9,Null,239.465,239.466,0.001
10,Saccades,239.466,239.468,0.002
11,Fixation,239.468,239.67,0.202
12,Saccades,239.67,239.716,0.046
13,Null,239.716,239.73,0.014
14,Saccades,239.73,239.735,0.005
15,Fixation,239.735,239.948,0.213
16,Saccades,239.948,240.02,0.072
17,Fixation,240.02,240.093,0.073
18,Saccades,240.093,240.098,0.005
19,Fixation,240.098,240.178,0.08
20,Saccades,240.178,240.18,0.002
21,Null,240.18,240.183,0.003
22,Saccades,240.183,240.193,0.01
23,Null,240.193,240.203,0.01
24,Blink,240.203,240.306,0.103
25,Null,240.306,240.316,0.01
26,Saccades,240.316,240.33,0.014
27,Null,240.33,240.335,0.005
28,Saccades,240.335,240.356,0.021
29,Fixation,240.356,240.433,0.077
30,Saccades,240.433,240.5,0.067
31,Null,240.5,240.503,0.003
32,Saccades,240.503,240.526,0.023
33,Fixation,240.526,240.626,0.1
34,Saccades,240.626,240.685,0.059
35,Null,240.685,240.688,0.003
36,Saccades,240.688,240.711,0.023
37,Fixation,240.711,240.839,0.128
