Segment Info
Segment Name,126
Recording Name,记录002
Subject Name,被试002
Start Time(s),316.7499434
End Time(s),319.248416

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,16,0.146,0.001,0.035,0.009125
2,Blink,1,0.111,0.111,0.111,0.111
3,Fixation,10,1.941,0.07,0.541,0.1941
4,Saccades,24,0.301,0.001,0.046,0.0125416666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,316.749,317.055,0.306
2,Saccades,317.055,317.095,0.04
3,Fixation,317.095,317.28,0.185
4,Saccades,317.28,317.322,0.042
5,Fixation,317.322,317.434,0.112
6,Saccades,317.434,317.48,0.046
7,Fixation,317.48,317.702,0.222
8,Saccades,317.702,317.747,0.045
9,Fixation,317.747,317.885,0.138
10,Saccades,317.885,317.905,0.02
11,Fixation,317.905,318.022,0.117
12,Saccades,318.022,318.034,0.012
13,Null,318.034,318.044,0.01
14,Blink,318.044,318.155,0.111
15,Null,318.155,318.165,0.01
16,Saccades,318.165,318.195,0.03
17,Null,318.195,318.199,0.004
18,Saccades,318.199,318.21,0.011
19,Null,318.21,318.215,0.005
20,Saccades,318.215,318.222,0.007
21,Fixation,318.222,318.344,0.122
22,Saccades,318.344,318.347,0.003
23,Null,318.347,318.357,0.01
24,Saccades,318.357,318.362,0.005
25,Null,318.362,318.364,0.002
26,Saccades,318.364,318.367,0.003
27,Null,318.367,318.377,0.01
28,Saccades,318.377,318.382,0.005
29,Null,318.382,318.389,0.007
30,Saccades,318.389,318.392,0.003
31,Null,318.392,318.415,0.023
32,Saccades,318.415,318.417,0.002
33,Null,318.417,318.419,0.002
34,Saccades,318.419,318.42,0.001
35,Fixation,318.42,318.49,0.07
36,Saccades,318.49,318.494,0.004
37,Null,318.494,318.495,0.001
38,Saccades,318.495,318.499,0.004
39,Null,318.499,318.517,0.018
40,Saccades,318.517,318.52,0.003
41,Null,318.52,318.524,0.004
42,Saccades,318.524,318.527,0.003
43,Null,318.527,318.562,0.035
44,Saccades,318.562,318.564,0.002
45,Null,318.564,318.567,0.003
46,Saccades,318.567,318.569,0.002
47,Fixation,318.569,318.697,0.128
48,Saccades,318.697,318.702,0.005
49,Null,318.702,318.704,0.002
50,Saccades,318.704,318.707,0.003
51,Fixation,318.707,319.248,0.541
