Segment Info
Segment Name,146
Recording Name,记录002
Subject Name,被试002
Start Time(s),367.0256884
End Time(s),369.521725

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,36,0.336,0.001,0.053,0.00933333333333334
2,Fixation,10,1.297,0.054,0.277,0.1297
3,Saccades,45,0.863,0.001,0.12,0.0191777777777778

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,367.025,367.097,0.072
2,Saccades,367.097,367.104,0.007
3,Null,367.104,367.11,0.006
4,Saccades,367.11,367.122,0.012
5,Null,367.122,367.13,0.008
6,Saccades,367.13,367.134,0.004
7,Null,367.134,367.169,0.035
8,Saccades,367.169,367.277,0.108
9,Null,367.277,367.292,0.015
10,Saccades,367.292,367.412,0.12
11,Null,367.412,367.414,0.002
12,Saccades,367.414,367.449,0.035
13,Null,367.449,367.45,0.001
14,Saccades,367.45,367.454,0.004
15,Null,367.454,367.48,0.026
16,Saccades,367.48,367.494,0.014
17,Null,367.494,367.497,0.003
18,Saccades,367.497,367.5,0.003
19,Fixation,367.5,367.61,0.11
20,Saccades,367.61,367.614,0.004
21,Null,367.614,367.622,0.008
22,Saccades,367.622,367.629,0.007
23,Fixation,367.629,367.72,0.091
24,Saccades,367.72,367.722,0.002
25,Null,367.722,367.752,0.03
26,Saccades,367.752,367.775,0.023
27,Null,367.775,367.777,0.002
28,Saccades,367.777,367.78,0.003
29,Null,367.78,367.789,0.009
30,Saccades,367.789,367.794,0.005
31,Null,367.794,367.795,0.001
32,Saccades,367.795,367.804,0.009
33,Null,367.804,367.805,0.001
34,Saccades,367.805,367.809,0.004
35,Null,367.809,367.817,0.008
36,Saccades,367.817,367.824,0.007
37,Null,367.824,367.827,0.003
38,Saccades,367.827,367.837,0.01
39,Null,367.837,367.839,0.002
40,Saccades,367.839,367.849,0.01
41,Null,367.849,367.852,0.003
42,Saccades,367.852,367.857,0.005
43,Null,367.857,367.859,0.002
44,Saccades,367.859,367.862,0.003
45,Null,367.862,367.865,0.003
46,Saccades,367.865,367.867,0.002
47,Null,367.867,367.872,0.005
48,Saccades,367.872,367.877,0.005
49,Null,367.877,367.879,0.002
50,Saccades,367.879,367.892,0.013
51,Null,367.892,367.897,0.005
52,Saccades,367.897,367.91,0.013
53,Null,367.91,367.92,0.01
54,Saccades,367.92,367.942,0.022
55,Null,367.942,367.944,0.002
56,Saccades,367.944,367.949,0.005
57,Null,367.949,367.952,0.003
58,Saccades,367.952,367.972,0.02
59,Null,367.972,367.977,0.005
60,Saccades,367.977,367.985,0.008
61,Null,367.985,367.994,0.009
62,Saccades,367.994,367.995,0.001
63,Fixation,367.995,368.125,0.13
64,Saccades,368.125,368.129,0.004
65,Null,368.129,368.135,0.006
66,Saccades,368.135,368.144,0.009
67,Null,368.144,368.167,0.023
68,Saccades,368.167,368.239,0.072
69,Null,368.239,368.24,0.001
70,Saccades,368.24,368.277,0.037
71,Null,368.277,368.33,0.053
72,Saccades,368.33,368.334,0.004
73,Fixation,368.334,368.562,0.228
74,Saccades,368.562,368.615,0.053
75,Null,368.615,368.635,0.02
76,Saccades,368.635,368.637,0.002
77,Fixation,368.637,368.777,0.14
78,Saccades,368.777,368.83,0.053
79,Fixation,368.83,369.107,0.277
80,Saccades,369.107,369.115,0.008
81,Null,369.115,369.119,0.004
82,Saccades,369.119,369.179,0.06
83,Fixation,369.179,369.299,0.12
84,Saccades,369.299,369.307,0.008
85,Null,369.307,369.317,0.01
86,Saccades,369.317,369.327,0.01
87,Fixation,369.327,369.402,0.075
88,Saccades,369.402,369.437,0.035
89,Null,369.437,369.447,0.01
90,Saccades,369.447,369.467,0.02
91,Fixation,369.467,369.521,0.054
