Segment Info
Segment Name,90
Recording Name,记录001
Subject Name,被试001
Start Time(s),226.1372893
End Time(s),228.6363129

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,18,0.165,0.001,0.027,0.00916666666666667
2,Fixation,9,1.762,0.107,0.313,0.195777777777778
3,Saccades,27,0.572,0.001,0.07,0.0211851851851852

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,226.137,226.304,0.167
2,Saccades,226.304,226.365,0.061
3,Fixation,226.365,226.487,0.122
4,Saccades,226.487,226.534,0.047
5,Fixation,226.534,226.677,0.143
6,Saccades,226.677,226.735,0.058
7,Fixation,226.735,226.922,0.187
8,Saccades,226.922,226.974,0.052
9,Fixation,226.974,227.287,0.313
10,Saccades,227.287,227.35,0.063
11,Fixation,227.35,227.457,0.107
12,Saccades,227.457,227.479,0.022
13,Fixation,227.479,227.697,0.218
14,Saccades,227.697,227.767,0.07
15,Fixation,227.767,228.027,0.26
16,Saccades,228.027,228.075,0.048
17,Fixation,228.075,228.32,0.245
18,Saccades,228.32,228.369,0.049
19,Null,228.369,228.374,0.005
20,Saccades,228.374,228.375,0.001
21,Null,228.375,228.389,0.014
22,Saccades,228.389,228.4,0.011
23,Null,228.4,228.415,0.015
24,Saccades,228.415,228.422,0.007
25,Null,228.422,228.434,0.012
26,Saccades,228.434,228.435,0.001
27,Null,228.435,228.439,0.004
28,Saccades,228.439,228.442,0.003
29,Null,228.442,228.449,0.007
30,Saccades,228.449,228.454,0.005
31,Null,228.454,228.462,0.008
32,Saccades,228.462,228.465,0.003
33,Null,228.465,228.485,0.02
34,Saccades,228.485,228.489,0.004
35,Null,228.489,228.494,0.005
36,Saccades,228.494,228.504,0.01
37,Null,228.504,228.505,0.001
38,Saccades,228.505,228.512,0.007
39,Null,228.512,228.524,0.012
40,Saccades,228.524,228.525,0.001
41,Null,228.525,228.552,0.027
42,Saccades,228.552,228.567,0.015
43,Null,228.567,228.572,0.005
44,Saccades,228.572,228.584,0.012
45,Null,228.584,228.587,0.003
46,Saccades,228.587,228.594,0.007
47,Null,228.594,228.604,0.01
48,Saccades,228.604,228.607,0.003
49,Null,228.607,228.612,0.005
50,Saccades,228.612,228.62,0.008
51,Null,228.62,228.627,0.007
52,Saccades,228.627,228.63,0.003
53,Null,228.63,228.635,0.005
54,Saccades,228.635,228.636,0.001
