Segment Info
Segment Name,91
Recording Name,记录001
Subject Name,被试001
Start Time(s),228.5053347
End Time(s),231.008945

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,5,0.063,0.006,0.03,0.0126
2,Blink,1,0.108,0.108,0.108,0.108
3,Fixation,8,1.97,0.07,0.473,0.24625
4,Saccades,11,0.362,0.01,0.069,0.0329090909090909

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,228.505,228.768,0.263
2,Saccades,228.768,228.811,0.043
3,Fixation,228.811,229.068,0.257
4,Saccades,229.068,229.093,0.025
5,Fixation,229.093,229.163,0.07
6,Saccades,229.163,229.178,0.015
7,Null,229.178,229.185,0.007
8,Saccades,229.185,229.195,0.01
9,Null,229.195,229.205,0.01
10,Blink,229.205,229.313,0.108
11,Null,229.313,229.323,0.01
12,Saccades,229.323,229.35,0.027
13,Null,229.35,229.356,0.006
14,Saccades,229.356,229.371,0.015
15,Fixation,229.371,229.496,0.125
16,Saccades,229.496,229.54,0.044
17,Fixation,229.54,230.013,0.473
18,Saccades,230.013,230.028,0.015
19,Null,230.028,230.058,0.03
20,Saccades,230.058,230.11,0.052
21,Fixation,230.11,230.476,0.366
22,Saccades,230.476,230.545,0.069
23,Fixation,230.545,230.806,0.261
24,Saccades,230.806,230.853,0.047
25,Fixation,230.853,231.008,0.155
