Segment Info
Segment Name,325
Recording Name,记录002
Subject Name,被试002
Start Time(s),817.1800633
End Time(s),819.688798

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,20,0.197,0.001,0.038,0.00985
2,Blink,1,0.056,0.056,0.056,0.056
3,Fixation,5,1.872,0.07,0.957,0.3744
4,Saccades,25,0.383,0.001,0.128,0.01532

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Saccades,817.18,817.185,0.005
2,Null,817.185,817.195,0.01
3,Saccades,817.195,817.204,0.009
4,Null,817.204,817.212,0.008
5,Saccades,817.212,817.217,0.005
6,Null,817.217,817.255,0.038
7,Saccades,817.255,817.264,0.009
8,Null,817.264,817.274,0.01
9,Saccades,817.274,817.282,0.008
10,Null,817.282,817.285,0.003
11,Saccades,817.285,817.287,0.002
12,Null,817.287,817.289,0.002
13,Saccades,817.289,817.292,0.003
14,Null,817.292,817.315,0.023
15,Saccades,817.315,817.322,0.007
16,Null,817.322,817.324,0.002
17,Saccades,817.324,817.327,0.003
18,Null,817.327,817.335,0.008
19,Saccades,817.335,817.34,0.005
20,Null,817.34,817.349,0.009
21,Saccades,817.349,817.352,0.003
22,Null,817.352,817.357,0.005
23,Saccades,817.357,817.36,0.003
24,Null,817.36,817.362,0.002
25,Saccades,817.362,817.364,0.002
26,Null,817.364,817.382,0.018
27,Saccades,817.382,817.384,0.002
28,Null,817.384,817.402,0.018
29,Saccades,817.402,817.404,0.002
30,Null,817.404,817.405,0.001
31,Saccades,817.405,817.409,0.004
32,Fixation,817.409,817.479,0.07
33,Saccades,817.479,817.484,0.005
34,Null,817.484,817.487,0.003
35,Saccades,817.487,817.54,0.053
36,Fixation,817.54,817.815,0.275
37,Saccades,817.815,817.872,0.057
38,Fixation,817.872,818.829,0.957
39,Saccades,818.829,818.957,0.128
40,Null,818.957,818.959,0.002
41,Saccades,818.959,818.972,0.013
42,Null,818.972,818.992,0.02
43,Saccades,818.992,819.005,0.013
44,Null,819.005,819.01,0.005
45,Saccades,819.01,819.019,0.009
46,Fixation,819.019,819.234,0.215
47,Saccades,819.234,819.235,0.001
48,Fixation,819.235,819.59,0.355
49,Saccades,819.59,819.622,0.032
50,Null,819.622,819.632,0.01
51,Blink,819.632,819.688,0.056
