Segment Info
Segment Name,157
Recording Name,记录001
Subject Name,被试002
Start Time(s),391.5191564
End Time(s),394.0088408

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,14,0.158,0.001,0.037,0.0112857142857143
2,Fixation,9,2.078,0.063,0.611,0.230888888888889
3,Saccades,22,0.253,0.001,0.046,0.0115

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Null,391.519,391.532,0.013
2,Saccades,391.532,391.533,0.001
3,Fixation,391.533,391.738,0.205
4,Saccades,391.738,391.782,0.044
5,Fixation,391.782,391.953,0.171
6,Saccades,391.953,391.992,0.039
7,Fixation,391.992,392.327,0.335
8,Saccades,392.327,392.373,0.046
9,Fixation,392.373,392.733,0.36
10,Saccades,392.733,392.738,0.005
11,Fixation,392.738,392.842,0.104
12,Saccades,392.842,392.855,0.013
13,Fixation,392.855,392.933,0.078
14,Saccades,392.933,392.942,0.009
15,Fixation,392.942,393.005,0.063
16,Saccades,393.005,393.02,0.015
17,Null,393.02,393.025,0.005
18,Saccades,393.025,393.037,0.012
19,Fixation,393.037,393.188,0.151
20,Saccades,393.188,393.2,0.012
21,Null,393.2,393.202,0.002
22,Saccades,393.202,393.207,0.005
23,Null,393.207,393.208,0.001
24,Saccades,393.208,393.222,0.014
25,Null,393.222,393.25,0.028
26,Saccades,393.25,393.252,0.002
27,Null,393.252,393.253,0.001
28,Saccades,393.253,393.255,0.002
29,Null,393.255,393.273,0.018
30,Saccades,393.273,393.275,0.002
31,Null,393.275,393.277,0.002
32,Saccades,393.277,393.278,0.001
33,Null,393.278,393.293,0.015
34,Saccades,393.293,393.295,0.002
35,Null,393.295,393.332,0.037
36,Saccades,393.332,393.338,0.006
37,Null,393.338,393.347,0.009
38,Saccades,393.347,393.352,0.005
39,Null,393.352,393.36,0.008
40,Saccades,393.36,393.362,0.002
41,Null,393.362,393.367,0.005
42,Saccades,393.367,393.368,0.001
43,Null,393.368,393.382,0.014
44,Saccades,393.382,393.397,0.015
45,Fixation,393.397,394.008,0.611
