Segment Info
Segment Name,328
Recording Name,记录002
Subject Name,被试002
Start Time(s),824.7286196
End Time(s),827.2324721

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,5,0.056,0.004,0.019,0.0112
2,Fixation,8,1.973,0.141,0.472,0.246625
3,Saccades,13,0.475,0.003,0.071,0.0365384615384615

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,824.728,825.055,0.327
2,Saccades,825.055,825.104,0.049
3,Fixation,825.104,825.245,0.141
4,Saccades,825.245,825.307,0.062
5,Null,825.307,825.32,0.013
6,Saccades,825.32,825.33,0.01
7,Null,825.33,825.349,0.019
8,Saccades,825.349,825.352,0.003
9,Fixation,825.352,825.579,0.227
10,Saccades,825.579,825.65,0.071
11,Null,825.65,825.654,0.004
12,Saccades,825.654,825.675,0.021
13,Fixation,825.675,825.857,0.182
14,Saccades,825.857,825.912,0.055
15,Fixation,825.912,826.085,0.173
16,Saccades,826.085,826.14,0.055
17,Null,826.14,826.15,0.01
18,Saccades,826.15,826.16,0.01
19,Null,826.16,826.17,0.01
20,Saccades,826.17,826.174,0.004
21,Fixation,826.174,826.425,0.251
22,Saccades,826.425,826.477,0.052
23,Fixation,826.477,826.949,0.472
24,Saccades,826.949,826.985,0.036
25,Fixation,826.985,827.185,0.2
26,Saccades,827.185,827.232,0.047
