Segment Info
Segment Name,172
Recording Name,记录001
Subject Name,被试001
Start Time(s),432.2270268
End Time(s),434.7290892

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,8,0.074,0.004,0.01,0.00925
2,Blink,3,0.38,0.115,0.146,0.126666666666667
3,Fixation,9,1.765,0.086,0.404,0.196111111111111
4,Saccades,13,0.283,0.003,0.057,0.0217692307692308

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,432.227,432.532,0.305
2,Saccades,432.532,432.535,0.003
3,Null,432.535,432.545,0.01
4,Saccades,432.545,432.552,0.007
5,Null,432.552,432.562,0.01
6,Blink,432.562,432.677,0.115
7,Null,432.677,432.687,0.01
8,Saccades,432.687,432.704,0.017
9,Fixation,432.704,432.867,0.163
10,Saccades,432.867,432.912,0.045
11,Fixation,432.912,433.024,0.112
12,Saccades,433.024,433.047,0.023
13,Fixation,433.047,433.242,0.195
14,Saccades,433.242,433.299,0.057
15,Fixation,433.299,433.385,0.086
16,Saccades,433.385,433.39,0.005
17,Null,433.39,433.394,0.004
18,Saccades,433.394,433.405,0.011
19,Null,433.405,433.415,0.01
20,Blink,433.415,433.534,0.119
21,Null,433.534,433.544,0.01
22,Saccades,433.544,433.564,0.02
23,Fixation,433.564,433.829,0.265
24,Saccades,433.829,433.872,0.043
25,Fixation,433.872,433.997,0.125
26,Saccades,433.997,434.03,0.033
27,Fixation,434.03,434.14,0.11
28,Saccades,434.14,434.149,0.009
29,Null,434.149,434.159,0.01
30,Blink,434.159,434.305,0.146
31,Null,434.305,434.315,0.01
32,Saccades,434.315,434.325,0.01
33,Fixation,434.325,434.729,0.404
