Segment Info
Segment Name,61
Recording Name,记录001
Subject Name,被试002
Start Time(s),150.6447674
End Time(s),153.1409519

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,42,0.393,0.001,0.055,0.00935714285714286
2,Blink,1,0.077,0.077,0.077,0.077
3,Fixation,9,1.382,0.034,0.229,0.153555555555556
4,Saccades,49,0.644,0.001,0.075,0.0131428571428571

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,150.644,150.678,0.034
2,Saccades,150.678,150.712,0.034
3,Null,150.712,150.742,0.03
4,Saccades,150.742,150.743,0.001
5,Fixation,150.743,150.972,0.229
6,Saccades,150.972,151.032,0.06
7,Null,151.032,151.042,0.01
8,Saccades,151.042,151.05,0.008
9,Fixation,151.05,151.127,0.077
10,Saccades,151.127,151.185,0.058
11,Null,151.185,151.193,0.008
12,Saccades,151.193,151.203,0.01
13,Null,151.203,151.23,0.027
14,Saccades,151.23,151.235,0.005
15,Null,151.235,151.248,0.013
16,Saccades,151.248,151.25,0.002
17,Null,151.25,151.253,0.003
18,Saccades,151.253,151.255,0.002
19,Null,151.255,151.263,0.008
20,Saccades,151.263,151.265,0.002
21,Null,151.265,151.277,0.012
22,Saccades,151.277,151.282,0.005
23,Null,151.282,151.288,0.006
24,Saccades,151.288,151.302,0.014
25,Null,151.302,151.305,0.003
26,Saccades,151.305,151.308,0.003
27,Fixation,151.308,151.483,0.175
28,Saccades,151.483,151.488,0.005
29,Null,151.488,151.5,0.012
30,Saccades,151.5,151.508,0.008
31,Null,151.508,151.512,0.004
32,Saccades,151.512,151.515,0.003
33,Null,151.515,151.523,0.008
34,Saccades,151.523,151.525,0.002
35,Null,151.525,151.543,0.018
36,Saccades,151.543,151.547,0.004
37,Null,151.547,151.548,0.001
38,Saccades,151.548,151.552,0.004
39,Null,151.552,151.553,0.001
40,Saccades,151.553,151.558,0.005
41,Null,151.558,151.563,0.005
42,Saccades,151.563,151.568,0.005
43,Null,151.568,151.57,0.002
44,Saccades,151.57,151.573,0.003
45,Null,151.573,151.583,0.01
46,Saccades,151.583,151.59,0.007
47,Null,151.59,151.645,0.055
48,Saccades,151.645,151.653,0.008
49,Null,151.653,151.658,0.005
50,Saccades,151.658,151.662,0.004
51,Null,151.662,151.663,0.001
52,Saccades,151.663,151.667,0.004
53,Null,151.667,151.685,0.018
54,Saccades,151.685,151.69,0.005
55,Null,151.69,151.693,0.003
56,Saccades,151.693,151.698,0.005
57,Null,151.698,151.702,0.004
58,Saccades,151.702,151.705,0.003
59,Null,151.705,151.707,0.002
60,Saccades,151.707,151.71,0.003
61,Null,151.71,151.717,0.007
62,Saccades,151.717,151.722,0.005
63,Null,151.722,151.723,0.001
64,Saccades,151.723,151.727,0.004
65,Null,151.727,151.728,0.001
66,Saccades,151.728,151.745,0.017
67,Null,151.745,151.75,0.005
68,Saccades,151.75,151.767,0.017
69,Null,151.767,151.768,0.001
70,Saccades,151.768,151.77,0.002
71,Null,151.77,151.775,0.005
72,Saccades,151.775,151.777,0.002
73,Null,151.777,151.78,0.003
74,Saccades,151.78,151.782,0.002
75,Null,151.782,151.797,0.015
76,Saccades,151.797,151.807,0.01
77,Null,151.807,151.817,0.01
78,Saccades,151.817,151.818,0.001
79,Null,151.818,151.827,0.009
80,Saccades,151.827,151.828,0.001
81,Null,151.828,151.83,0.002
82,Saccades,151.83,151.835,0.005
83,Null,151.835,151.842,0.007
84,Saccades,151.842,151.917,0.075
85,Fixation,151.917,152.13,0.213
86,Saccades,152.13,152.182,0.052
87,Null,152.182,152.205,0.023
88,Saccades,152.205,152.217,0.012
89,Fixation,152.217,152.422,0.205
90,Saccades,152.422,152.453,0.031
91,Null,152.453,152.463,0.01
92,Blink,152.463,152.54,0.077
93,Null,152.54,152.55,0.01
94,Saccades,152.55,152.58,0.03
95,Fixation,152.58,152.708,0.128
96,Saccades,152.708,152.747,0.039
97,Fixation,152.747,152.908,0.161
98,Saccades,152.908,152.963,0.055
99,Null,152.963,152.978,0.015
100,Saccades,152.978,152.98,0.002
101,Fixation,152.98,153.14,0.16
