Segment Info
Segment Name,129
Recording Name,记录002
Subject Name,被试002
Start Time(s),324.2710169
End Time(s),326.7712977

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,9,0.123,0.003,0.029,0.0136666666666667
2,Fixation,12,1.815,0.003,0.395,0.15125
3,Saccades,20,0.562,0.001,0.118,0.0281

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,324.271,324.274,0.003
2,Saccades,324.274,324.392,0.118
3,Null,324.392,324.41,0.018
4,Saccades,324.41,324.42,0.01
5,Null,324.42,324.449,0.029
6,Saccades,324.449,324.454,0.005
7,Fixation,324.454,324.555,0.101
8,Saccades,324.555,324.609,0.054
9,Null,324.609,324.617,0.008
10,Saccades,324.617,324.634,0.017
11,Null,324.634,324.644,0.01
12,Saccades,324.644,324.647,0.003
13,Fixation,324.647,324.725,0.078
14,Saccades,324.725,324.757,0.032
15,Fixation,324.757,324.929,0.172
16,Saccades,324.929,324.975,0.046
17,Fixation,324.975,325.37,0.395
18,Saccades,325.37,325.375,0.005
19,Null,325.375,325.385,0.01
20,Saccades,325.385,325.387,0.002
21,Null,325.387,325.39,0.003
22,Saccades,325.39,325.409,0.019
23,Null,325.409,325.425,0.016
24,Saccades,325.425,325.43,0.005
25,Null,325.43,325.454,0.024
26,Saccades,325.454,325.517,0.063
27,Fixation,325.517,325.675,0.158
28,Saccades,325.675,325.705,0.03
29,Fixation,325.705,325.925,0.22
30,Saccades,325.925,325.969,0.044
31,Fixation,325.969,326.057,0.088
32,Saccades,326.057,326.06,0.003
33,Fixation,326.06,326.202,0.142
34,Saccades,326.202,326.275,0.073
35,Null,326.275,326.28,0.005
36,Saccades,326.28,326.284,0.004
37,Fixation,326.284,326.364,0.08
38,Saccades,326.364,326.365,0.001
39,Fixation,326.365,326.442,0.077
40,Saccades,326.442,326.47,0.028
41,Fixation,326.47,326.771,0.301
