Segment Info
Segment Name,191
Recording Name,记录001
Subject Name,被试001
Start Time(s),479.9906848
End Time(s),482.4937588

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,11,0.216,0.001,0.05,0.0196363636363636
2,Fixation,9,1.856,0.068,0.471,0.206222222222222
3,Saccades,19,0.431,0.001,0.073,0.0226842105263158

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,479.99,480.175,0.185
2,Saccades,480.175,480.224,0.049
3,Fixation,480.224,480.52,0.296
4,Saccades,480.52,480.547,0.027
5,Fixation,480.547,480.794,0.247
6,Saccades,480.794,480.847,0.053
7,Fixation,480.847,481.129,0.282
8,Saccades,481.129,481.202,0.073
9,Fixation,481.202,481.27,0.068
10,Saccades,481.27,481.299,0.029
11,Null,481.299,481.3,0.001
12,Saccades,481.3,481.319,0.019
13,Fixation,481.319,481.469,0.15
14,Saccades,481.469,481.485,0.016
15,Null,481.485,481.489,0.004
16,Saccades,481.489,481.492,0.003
17,Null,481.492,481.494,0.002
18,Saccades,481.494,481.499,0.005
19,Null,481.499,481.544,0.045
20,Saccades,481.544,481.59,0.046
21,Fixation,481.59,481.659,0.069
22,Saccades,481.659,481.679,0.02
23,Fixation,481.679,481.767,0.088
24,Saccades,481.767,481.774,0.007
25,Null,481.774,481.784,0.01
26,Saccades,481.784,481.787,0.003
27,Null,481.787,481.795,0.008
28,Saccades,481.795,481.799,0.004
29,Null,481.799,481.805,0.006
30,Saccades,481.805,481.814,0.009
31,Null,481.814,481.832,0.018
32,Saccades,481.832,481.834,0.002
33,Null,481.834,481.884,0.05
34,Saccades,481.884,481.885,0.001
35,Null,481.885,481.912,0.027
36,Saccades,481.912,481.915,0.003
37,Null,481.915,481.96,0.045
38,Saccades,481.96,482.022,0.062
39,Fixation,482.022,482.493,0.471
