Segment Info
Segment Name,47
Recording Name,记录001
Subject Name,被试001
Start Time(s),117.9622081
End Time(s),120.4644126

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,9,0.151,0.002,0.044,0.0167777777777778
2,Blink,1,0.102,0.102,0.102,0.102
3,Fixation,9,1.747,0.043,0.331,0.194111111111111
4,Saccades,16,0.502,0.001,0.087,0.031375

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,117.962,118.293,0.331
2,Saccades,118.293,118.351,0.058
3,Fixation,118.351,118.681,0.33
4,Saccades,118.681,118.701,0.02
5,Null,118.701,118.703,0.002
6,Saccades,118.703,118.708,0.005
7,Null,118.708,118.723,0.015
8,Saccades,118.723,118.726,0.003
9,Null,118.726,118.77,0.044
10,Saccades,118.77,118.778,0.008
11,Null,118.778,118.801,0.023
12,Saccades,118.801,118.813,0.012
13,Null,118.813,118.816,0.003
14,Saccades,118.816,118.818,0.002
15,Null,118.818,118.82,0.002
16,Saccades,118.82,118.828,0.008
17,Fixation,118.828,118.925,0.097
18,Saccades,118.925,118.926,0.001
19,Null,118.926,118.968,0.042
20,Saccades,118.968,118.988,0.02
21,Fixation,118.988,119.086,0.098
22,Saccades,119.086,119.133,0.047
23,Fixation,119.133,119.313,0.18
24,Saccades,119.313,119.341,0.028
25,Null,119.341,119.351,0.01
26,Blink,119.351,119.453,0.102
27,Null,119.453,119.463,0.01
28,Saccades,119.463,119.55,0.087
29,Fixation,119.55,119.75,0.2
30,Saccades,119.75,119.835,0.085
31,Fixation,119.835,120.131,0.296
32,Saccades,120.131,120.183,0.052
33,Fixation,120.183,120.355,0.172
34,Saccades,120.355,120.421,0.066
35,Fixation,120.421,120.464,0.043
