Segment Info
Segment Name,65
Recording Name,记录001
Subject Name,被试002
Start Time(s),160.6941347
End Time(s),163.1953301

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,9,0.092,0.001,0.033,0.0102222222222222
2,Blink,3,0.384,0.1,0.176,0.128
3,Fixation,7,1.663,0.047,0.597,0.237571428571429
4,Saccades,12,0.362,0.003,0.064,0.0301666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,160.694,160.927,0.233
2,Saccades,160.927,160.988,0.061
3,Null,160.988,160.992,0.004
4,Saccades,160.992,161.013,0.021
5,Fixation,161.013,161.197,0.184
6,Saccades,161.197,161.242,0.045
7,Fixation,161.242,161.457,0.215
8,Saccades,161.457,161.497,0.04
9,Fixation,161.497,161.607,0.11
10,Saccades,161.607,161.612,0.005
11,Null,161.612,161.622,0.01
12,Blink,161.622,161.722,0.1
13,Null,161.722,161.732,0.01
14,Saccades,161.732,161.752,0.02
15,Null,161.752,161.753,0.001
16,Saccades,161.753,161.76,0.007
17,Fixation,161.76,162.357,0.597
18,Saccades,162.357,162.417,0.06
19,Null,162.417,162.427,0.01
20,Blink,162.427,162.603,0.176
21,Null,162.603,162.617,0.014
22,Blink,162.617,162.725,0.108
23,Null,162.725,162.758,0.033
24,Saccades,162.758,162.822,0.064
25,Null,162.822,162.827,0.005
26,Saccades,162.827,162.842,0.015
27,Null,162.842,162.847,0.005
28,Saccades,162.847,162.85,0.003
29,Fixation,162.85,163.127,0.277
30,Saccades,163.127,163.148,0.021
31,Fixation,163.148,163.195,0.047
