Segment Info
Segment Name,22
Recording Name,记录001
Subject Name,被试001
Start Time(s),55.2710457
End Time(s),57.7640418

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,12,0.118,0.002,0.038,0.00983333333333333
2,Fixation,11,1.893,0.054,0.347,0.172090909090909
3,Saccades,22,0.482,0.001,0.065,0.0219090909090909

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,55.271,55.325,0.054
2,Saccades,55.325,55.387,0.062
3,Fixation,55.387,55.509,0.122
4,Saccades,55.509,55.51,0.001
5,Null,55.51,55.52,0.01
6,Saccades,55.52,55.522,0.002
7,Null,55.522,55.56,0.038
8,Saccades,55.56,55.57,0.01
9,Null,55.57,55.582,0.012
10,Saccades,55.582,55.589,0.007
11,Null,55.589,55.594,0.005
12,Saccades,55.594,55.647,0.053
13,Fixation,55.647,55.802,0.155
14,Saccades,55.802,55.839,0.037
15,Fixation,55.839,56.057,0.218
16,Saccades,56.057,56.074,0.017
17,Fixation,56.074,56.21,0.136
18,Saccades,56.21,56.247,0.037
19,Fixation,56.247,56.459,0.212
20,Saccades,56.459,56.484,0.025
21,Fixation,56.484,56.589,0.105
22,Saccades,56.589,56.609,0.02
23,Fixation,56.609,56.76,0.151
24,Saccades,56.76,56.794,0.034
25,Null,56.794,56.802,0.008
26,Saccades,56.802,56.805,0.003
27,Null,56.805,56.807,0.002
28,Saccades,56.807,56.81,0.003
29,Null,56.81,56.812,0.002
30,Saccades,56.812,56.815,0.003
31,Null,56.815,56.83,0.015
32,Saccades,56.83,56.832,0.002
33,Null,56.832,56.839,0.007
34,Saccades,56.839,56.84,0.001
35,Null,56.84,56.854,0.014
36,Saccades,56.854,56.855,0.001
37,Null,56.855,56.857,0.002
38,Saccades,56.857,56.864,0.007
39,Null,56.864,56.867,0.003
40,Saccades,56.867,56.932,0.065
41,Fixation,56.932,57.13,0.198
42,Saccades,57.13,57.165,0.035
43,Fixation,57.165,57.512,0.347
44,Saccades,57.512,57.569,0.057
45,Fixation,57.569,57.764,0.195
