Segment Info
Segment Name,145
Recording Name,记录002
Subject Name,被试002
Start Time(s),364.5141178
End Time(s),367.0081383

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,55,0.44,0.001,0.04,0.008
2,Fixation,6,1.075,0.064,0.268,0.179166666666667
3,Saccades,61,0.979,0.001,0.073,0.0160491803278688

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,364.514,364.769,0.255
2,Saccades,364.769,364.837,0.068
3,Fixation,364.837,365.005,0.168
4,Saccades,365.005,365.02,0.015
5,Fixation,365.02,365.27,0.25
6,Saccades,365.27,365.287,0.017
7,Fixation,365.287,365.555,0.268
8,Saccades,365.555,365.559,0.004
9,Fixation,365.559,365.629,0.07
10,Saccades,365.629,365.645,0.016
11,Fixation,365.645,365.709,0.064
12,Saccades,365.709,365.73,0.021
13,Null,365.73,365.732,0.002
14,Saccades,365.732,365.757,0.025
15,Null,365.757,365.772,0.015
16,Saccades,365.772,365.774,0.002
17,Null,365.774,365.78,0.006
18,Saccades,365.78,365.829,0.049
19,Null,365.829,365.83,0.001
20,Saccades,365.83,365.869,0.039
21,Null,365.869,365.87,0.001
22,Saccades,365.87,365.932,0.062
23,Null,365.932,365.935,0.003
24,Saccades,365.935,365.949,0.014
25,Null,365.949,365.95,0.001
26,Saccades,365.95,365.967,0.017
27,Null,365.967,365.97,0.003
28,Saccades,365.97,365.982,0.012
29,Null,365.982,365.989,0.007
30,Saccades,365.989,365.99,0.001
31,Null,365.99,366.012,0.022
32,Saccades,366.012,366.02,0.008
33,Null,366.02,366.047,0.027
34,Saccades,366.047,366.064,0.017
35,Null,366.064,366.065,0.001
36,Saccades,366.065,366.074,0.009
37,Null,366.074,366.075,0.001
38,Saccades,366.075,366.077,0.002
39,Null,366.077,366.092,0.015
40,Saccades,366.092,366.099,0.007
41,Null,366.099,366.13,0.031
42,Saccades,366.13,366.132,0.002
43,Null,366.132,366.134,0.002
44,Saccades,366.134,366.135,0.001
45,Null,366.135,366.147,0.012
46,Saccades,366.147,366.157,0.01
47,Null,366.157,366.165,0.008
48,Saccades,366.165,366.174,0.009
49,Null,366.174,366.179,0.005
50,Saccades,366.179,366.199,0.02
51,Null,366.199,366.204,0.005
52,Saccades,366.204,366.215,0.011
53,Null,366.215,366.217,0.002
54,Saccades,366.217,366.22,0.003
55,Null,366.22,366.225,0.005
56,Saccades,366.225,366.257,0.032
57,Null,366.257,366.259,0.002
58,Saccades,366.259,366.277,0.018
59,Null,366.277,366.28,0.003
60,Saccades,366.28,366.302,0.022
61,Null,366.302,366.304,0.002
62,Saccades,366.304,366.33,0.026
63,Null,366.33,366.332,0.002
64,Saccades,366.332,366.365,0.033
65,Null,366.365,366.369,0.004
66,Saccades,366.369,366.442,0.073
67,Null,366.442,366.447,0.005
68,Saccades,366.447,366.454,0.007
69,Null,366.454,366.455,0.001
70,Saccades,366.455,366.469,0.014
71,Null,366.469,366.47,0.001
72,Saccades,366.47,366.479,0.009
73,Null,366.479,366.487,0.008
74,Saccades,366.487,366.504,0.017
75,Null,366.504,366.505,0.001
76,Saccades,366.505,366.509,0.004
77,Null,366.509,366.514,0.005
78,Saccades,366.514,366.517,0.003
79,Null,366.517,366.52,0.003
80,Saccades,366.52,366.524,0.004
81,Null,366.524,366.534,0.01
82,Saccades,366.534,366.545,0.011
83,Null,366.545,366.55,0.005
84,Saccades,366.55,366.557,0.007
85,Null,366.557,366.559,0.002
86,Saccades,366.559,366.584,0.025
87,Null,366.584,366.589,0.005
88,Saccades,366.589,366.595,0.006
89,Null,366.595,366.597,0.002
90,Saccades,366.597,366.609,0.012
91,Null,366.609,366.61,0.001
92,Saccades,366.61,366.612,0.002
93,Null,366.612,366.615,0.003
94,Saccades,366.615,366.632,0.017
95,Null,366.632,366.672,0.04
96,Saccades,366.672,366.675,0.003
97,Null,366.675,366.699,0.024
98,Saccades,366.699,366.704,0.005
99,Null,366.704,366.705,0.001
100,Saccades,366.705,366.775,0.07
101,Null,366.775,366.79,0.015
102,Saccades,366.79,366.794,0.004
103,Null,366.794,366.797,0.003
104,Saccades,366.797,366.807,0.01
105,Null,366.807,366.822,0.015
106,Saccades,366.822,366.83,0.008
107,Null,366.83,366.834,0.004
108,Saccades,366.834,366.84,0.006
109,Null,366.84,366.874,0.034
110,Saccades,366.874,366.879,0.005
111,Null,366.879,366.882,0.003
112,Saccades,366.882,366.907,0.025
113,Null,366.907,366.909,0.002
114,Saccades,366.909,366.922,0.013
115,Null,366.922,366.927,0.005
116,Saccades,366.927,366.934,0.007
117,Null,366.934,366.942,0.008
118,Saccades,366.942,366.952,0.01
119,Null,366.952,366.962,0.01
120,Saccades,366.962,366.969,0.007
121,Null,366.969,367.005,0.036
122,Saccades,367.005,367.008,0.003
