Segment Info
Segment Name,192
Recording Name,记录001
Subject Name,被试001
Start Time(s),377.5816739
End Time(s),380.2716999

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,5,0.054,0.01,0.012,0.0108
2,Blink,3,0.456,0.122,0.175,0.152
3,Fixation,7,1.936,0.135,0.495,0.276571428571429
4,Saccades,9,0.244,0.001,0.054,0.0271111111111111

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,377.581,377.9,0.319
2,Saccades,377.9,377.943,0.043
3,Fixation,377.943,378.12,0.177
4,Saccades,378.12,378.142,0.022
5,Fixation,378.142,378.282,0.14
6,Saccades,378.282,378.283,0.001
7,Null,378.283,378.293,0.01
8,Blink,378.293,378.415,0.122
9,Null,378.415,378.425,0.01
10,Saccades,378.425,378.438,0.013
11,Fixation,378.438,378.628,0.19
12,Saccades,378.628,378.682,0.054
13,Fixation,378.682,379.162,0.48
14,Saccades,379.162,379.205,0.043
15,Fixation,379.205,379.34,0.135
16,Saccades,379.34,379.353,0.013
17,Null,379.353,379.365,0.012
18,Blink,379.365,379.54,0.175
19,Null,379.54,379.552,0.012
20,Saccades,379.552,379.592,0.04
21,Fixation,379.592,380.087,0.495
22,Saccades,380.087,380.102,0.015
23,Null,380.102,380.112,0.01
24,Blink,380.112,380.271,0.159
