Segment Info
Segment Name,172
Recording Name,记录001
Subject Name,被试002
Start Time(s),429.1601366
End Time(s),431.6473951

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.061,0.004,0.043,0.0203333333333333
2,Fixation,9,1.961,0.074,0.375,0.217888888888889
3,Saccades,11,0.465,0.006,0.086,0.0422727272727273

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,429.16,429.428,0.268
2,Saccades,429.428,429.487,0.059
3,Fixation,429.487,429.785,0.298
4,Saccades,429.785,429.84,0.055
5,Null,429.84,429.883,0.043
6,Saccades,429.883,429.903,0.02
7,Null,429.903,429.907,0.004
8,Saccades,429.907,429.925,0.018
9,Fixation,429.925,430.06,0.135
10,Saccades,430.06,430.105,0.045
11,Fixation,430.105,430.355,0.25
12,Saccades,430.355,430.395,0.04
13,Fixation,430.395,430.77,0.375
14,Saccades,430.77,430.817,0.047
15,Fixation,430.817,431.01,0.193
16,Saccades,431.01,431.052,0.042
17,Fixation,431.052,431.248,0.196
18,Saccades,431.248,431.295,0.047
19,Fixation,431.295,431.467,0.172
20,Saccades,431.467,431.553,0.086
21,Null,431.553,431.567,0.014
22,Saccades,431.567,431.573,0.006
23,Fixation,431.573,431.647,0.074
