Segment Info
Segment Name,166
Recording Name,记录002
Subject Name,被试002
Start Time(s),417.30959
End Time(s),419.8135335

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,14,0.213,0.002,0.05,0.0152142857142857
2,Fixation,7,1.842,0.055,0.379,0.263142857142857
3,Saccades,20,0.449,0.001,0.067,0.02245

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,417.309,417.688,0.379
2,Saccades,417.688,417.725,0.037
3,Fixation,417.725,418.001,0.276
4,Saccades,418.001,418.068,0.067
5,Null,418.068,418.09,0.022
6,Saccades,418.09,418.091,0.001
7,Fixation,418.091,418.38,0.289
8,Saccades,418.38,418.405,0.025
9,Fixation,418.405,418.663,0.258
10,Saccades,418.663,418.72,0.057
11,Null,418.72,418.731,0.011
12,Saccades,418.731,418.743,0.012
13,Null,418.743,418.745,0.002
14,Saccades,418.745,418.75,0.005
15,Fixation,418.75,419.111,0.361
16,Saccades,419.111,419.17,0.059
17,Null,419.17,419.191,0.021
18,Saccades,419.191,419.22,0.029
19,Null,419.22,419.27,0.05
20,Saccades,419.27,419.28,0.01
21,Null,419.28,419.288,0.008
22,Saccades,419.288,419.296,0.008
23,Null,419.296,419.301,0.005
24,Saccades,419.301,419.305,0.004
25,Null,419.305,419.331,0.026
26,Saccades,419.331,419.335,0.004
27,Null,419.335,419.348,0.013
28,Saccades,419.348,419.356,0.008
29,Null,419.356,419.368,0.012
30,Saccades,419.368,419.375,0.007
31,Null,419.375,419.401,0.026
32,Saccades,419.401,419.406,0.005
33,Null,419.406,419.408,0.002
34,Saccades,419.408,419.431,0.023
35,Fixation,419.431,419.655,0.224
36,Saccades,419.655,419.706,0.051
37,Null,419.706,419.71,0.004
38,Saccades,419.71,419.745,0.035
39,Null,419.745,419.756,0.011
40,Saccades,419.756,419.758,0.002
41,Fixation,419.758,419.813,0.055
