Segment Info
Segment Name,90
Recording Name,记录001
Subject Name,被试001
Start Time(s),226.0014845
End Time(s),228.4920464

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,4,0.043,0.003,0.02,0.01075
2,Blink,1,0.15,0.15,0.15,0.15
3,Fixation,10,1.879,0.093,0.402,0.1879
4,Saccades,13,0.419,0.005,0.075,0.0322307692307692

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,226.001,226.11,0.109
2,Saccades,226.11,226.174,0.064
3,Fixation,226.174,226.267,0.093
4,Saccades,226.267,226.32,0.053
5,Fixation,226.32,226.492,0.172
6,Saccades,226.492,226.514,0.022
7,Fixation,226.514,226.619,0.105
8,Saccades,226.619,226.624,0.005
9,Null,226.624,226.644,0.02
10,Saccades,226.644,226.654,0.01
11,Null,226.654,226.664,0.01
12,Blink,226.664,226.814,0.15
13,Null,226.814,226.824,0.01
14,Saccades,226.824,226.844,0.02
15,Null,226.844,226.847,0.003
16,Saccades,226.847,226.864,0.017
17,Fixation,226.864,227.094,0.23
18,Saccades,227.094,227.12,0.026
19,Fixation,227.12,227.214,0.094
20,Saccades,227.214,227.245,0.031
21,Fixation,227.245,227.647,0.402
22,Saccades,227.647,227.722,0.075
23,Fixation,227.722,227.939,0.217
24,Saccades,227.939,227.962,0.023
25,Fixation,227.962,228.199,0.237
26,Saccades,228.199,228.222,0.023
27,Fixation,228.222,228.442,0.22
28,Saccades,228.442,228.492,0.05
