Segment Info
Segment Name,256
Recording Name,记录002
Subject Name,被试002
Start Time(s),643.6174103
End Time(s),646.1174129

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,23,0.156,0.001,0.019,0.00678260869565217
2,Blink,1,0.094,0.094,0.094,0.094
3,Fixation,6,1.944,0.074,0.557,0.324
4,Saccades,27,0.306,0.001,0.035,0.0113333333333333

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,643.617,644.012,0.395
2,Saccades,644.012,644.04,0.028
3,Fixation,644.04,644.597,0.557
4,Saccades,644.597,644.632,0.035
5,Fixation,644.632,644.815,0.183
6,Saccades,644.815,644.82,0.005
7,Null,644.82,644.825,0.005
8,Saccades,644.825,644.855,0.03
9,Null,644.855,644.865,0.01
10,Blink,644.865,644.959,0.094
11,Null,644.959,644.969,0.01
12,Saccades,644.969,644.979,0.01
13,Null,644.979,644.98,0.001
14,Saccades,644.98,645.009,0.029
15,Null,645.009,645.012,0.003
16,Saccades,645.012,645.037,0.025
17,Null,645.037,645.039,0.002
18,Saccades,645.039,645.057,0.018
19,Null,645.057,645.059,0.002
20,Saccades,645.059,645.06,0.001
21,Null,645.06,645.075,0.015
22,Saccades,645.075,645.084,0.009
23,Null,645.084,645.089,0.005
24,Saccades,645.089,645.09,0.001
25,Null,645.09,645.109,0.019
26,Saccades,645.109,645.124,0.015
27,Null,645.124,645.125,0.001
28,Saccades,645.125,645.127,0.002
29,Null,645.127,645.139,0.012
30,Saccades,645.139,645.169,0.03
31,Null,645.169,645.17,0.001
32,Saccades,645.17,645.179,0.009
33,Null,645.179,645.18,0.001
34,Saccades,645.18,645.187,0.007
35,Null,645.187,645.189,0.002
36,Saccades,645.189,645.192,0.003
37,Null,645.192,645.209,0.017
38,Saccades,645.209,645.212,0.003
39,Null,645.212,645.215,0.003
40,Saccades,645.215,645.217,0.002
41,Null,645.217,645.222,0.005
42,Saccades,645.222,645.224,0.002
43,Null,645.224,645.235,0.011
44,Saccades,645.235,645.237,0.002
45,Null,645.237,645.252,0.015
46,Saccades,645.252,645.254,0.002
47,Null,645.254,645.255,0.001
48,Saccades,645.255,645.26,0.005
49,Null,645.26,645.262,0.002
50,Saccades,645.262,645.264,0.002
51,Null,645.264,645.277,0.013
52,Saccades,645.277,645.302,0.025
53,Fixation,645.302,645.819,0.517
54,Saccades,645.819,645.82,0.001
55,Fixation,645.82,645.894,0.074
56,Saccades,645.894,645.899,0.005
57,Fixation,645.899,646.117,0.218
