Segment Info
Segment Name,101
Recording Name,记录002
Subject Name,被试002
Start Time(s),253.8613104
End Time(s),256.3573795

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,5,0.092,0.003,0.038,0.0184
2,Fixation,9,2.025,0.079,0.483,0.225
3,Saccades,13,0.379,0.002,0.06,0.0291538461538461

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,253.861,253.94,0.079
2,Saccades,253.94,253.978,0.038
3,Fixation,253.978,254.243,0.265
4,Saccades,254.243,254.278,0.035
5,Fixation,254.278,254.761,0.483
6,Saccades,254.761,254.793,0.032
7,Fixation,254.793,254.921,0.128
8,Saccades,254.921,254.981,0.06
9,Fixation,254.981,255.176,0.195
10,Saccades,255.176,255.22,0.044
11,Fixation,255.22,255.503,0.283
12,Saccades,255.503,255.563,0.06
13,Null,255.563,255.571,0.008
14,Saccades,255.571,255.585,0.014
15,Null,255.585,255.588,0.003
16,Saccades,255.588,255.591,0.003
17,Fixation,255.591,255.741,0.15
18,Saccades,255.741,255.785,0.044
19,Null,255.785,255.808,0.023
20,Saccades,255.808,255.813,0.005
21,Null,255.813,255.833,0.02
22,Saccades,255.833,255.836,0.003
23,Fixation,255.836,255.981,0.145
24,Saccades,255.981,256.02,0.039
25,Null,256.02,256.058,0.038
26,Saccades,256.058,256.06,0.002
27,Fixation,256.06,256.357,0.297
