Segment Info
Segment Name,10
Recording Name,记录001
Subject Name,被试002
Start Time(s),22.7385201
End Time(s),25.2303673

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,26,0.266,0.001,0.035,0.0102307692307692
2,Fixation,10,1.58,0.065,0.339,0.158
3,Saccades,36,0.646,0.001,0.075,0.0179444444444444

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,22.738,23.055,0.317
2,Saccades,23.055,23.118,0.063
3,Null,23.118,23.153,0.035
4,Saccades,23.153,23.178,0.025
5,Fixation,23.178,23.243,0.065
6,Saccades,23.243,23.318,0.075
7,Null,23.318,23.32,0.002
8,Saccades,23.32,23.335,0.015
9,Null,23.335,23.367,0.032
10,Saccades,23.367,23.368,0.001
11,Fixation,23.368,23.448,0.08
12,Saccades,23.448,23.503,0.055
13,Null,23.503,23.507,0.004
14,Saccades,23.507,23.553,0.046
15,Fixation,23.553,23.723,0.17
16,Saccades,23.723,23.77,0.047
17,Fixation,23.77,23.913,0.143
18,Saccades,23.913,23.918,0.005
19,Null,23.918,23.932,0.014
20,Saccades,23.932,23.938,0.006
21,Fixation,23.938,24.277,0.339
22,Saccades,24.277,24.288,0.011
23,Null,24.288,24.297,0.009
24,Saccades,24.297,24.308,0.011
25,Fixation,24.308,24.398,0.09
26,Saccades,24.398,24.418,0.02
27,Null,24.418,24.443,0.025
28,Saccades,24.443,24.462,0.019
29,Null,24.462,24.463,0.001
30,Saccades,24.463,24.482,0.019
31,Null,24.482,24.483,0.001
32,Saccades,24.483,24.5,0.017
33,Null,24.5,24.513,0.013
34,Saccades,24.513,24.525,0.012
35,Null,24.525,24.533,0.008
36,Saccades,24.533,24.537,0.004
37,Null,24.537,24.552,0.015
38,Saccades,24.552,24.553,0.001
39,Null,24.553,24.555,0.002
40,Saccades,24.555,24.56,0.005
41,Null,24.56,24.562,0.002
42,Saccades,24.562,24.565,0.003
43,Null,24.565,24.573,0.008
44,Saccades,24.573,24.575,0.002
45,Fixation,24.575,24.65,0.075
46,Saccades,24.65,24.672,0.022
47,Null,24.672,24.673,0.001
48,Saccades,24.673,24.687,0.014
49,Null,24.687,24.688,0.001
50,Saccades,24.688,24.692,0.004
51,Null,24.692,24.71,0.018
52,Saccades,24.71,24.722,0.012
53,Null,24.722,24.723,0.001
54,Saccades,24.723,24.737,0.014
55,Null,24.737,24.738,0.001
56,Saccades,24.738,24.748,0.01
57,Null,24.748,24.757,0.009
58,Saccades,24.757,24.758,0.001
59,Null,24.758,24.788,0.03
60,Saccades,24.788,24.798,0.01
61,Null,24.798,24.802,0.004
62,Saccades,24.802,24.812,0.01
63,Null,24.812,24.837,0.025
64,Saccades,24.837,24.858,0.021
65,Null,24.858,24.86,0.002
66,Saccades,24.86,24.88,0.02
67,Fixation,24.88,25.03,0.15
68,Saccades,25.03,25.047,0.017
69,Null,25.047,25.05,0.003
70,Saccades,25.05,25.067,0.017
71,Fixation,25.067,25.218,0.151
72,Saccades,25.218,25.23,0.012
