Segment Info
Segment Name,75
Recording Name,记录001
Subject Name,被试002
Start Time(s),185.8003552
End Time(s),188.2901476

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,5,0.074,0.007,0.025,0.0148
2,Fixation,11,1.91,0.107,0.297,0.173636363636364
3,Saccades,15,0.506,0.002,0.073,0.0337333333333333

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,185.8,186.097,0.297
2,Saccades,186.097,186.158,0.061
3,Null,186.158,186.183,0.025
4,Saccades,186.183,186.2,0.017
5,Fixation,186.2,186.307,0.107
6,Saccades,186.307,186.35,0.043
7,Null,186.35,186.357,0.007
8,Saccades,186.357,186.365,0.008
9,Null,186.365,186.375,0.01
10,Saccades,186.375,186.377,0.002
11,Fixation,186.377,186.492,0.115
12,Saccades,186.492,186.527,0.035
13,Fixation,186.527,186.718,0.191
14,Saccades,186.718,186.742,0.024
15,Fixation,186.742,187.027,0.285
16,Saccades,187.027,187.082,0.055
17,Fixation,187.082,187.215,0.133
18,Saccades,187.215,187.288,0.073
19,Null,187.288,187.3,0.012
20,Saccades,187.3,187.305,0.005
21,Fixation,187.305,187.415,0.11
22,Saccades,187.415,187.45,0.035
23,Fixation,187.45,187.615,0.165
24,Saccades,187.615,187.658,0.043
25,Fixation,187.658,187.822,0.164
26,Saccades,187.822,187.88,0.058
27,Null,187.88,187.9,0.02
28,Saccades,187.9,187.903,0.003
29,Fixation,187.903,188.128,0.225
30,Saccades,188.128,188.172,0.044
31,Fixation,188.172,188.29,0.118
