Segment Info
Segment Name,128
Recording Name,记录002
Subject Name,被试002
Start Time(s),321.7487989
End Time(s),324.2493292

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,10,0.13,0.001,0.026,0.013
2,Fixation,10,1.755,0.084,0.337,0.1755
3,Saccades,19,0.616,0.001,0.082,0.0324210526315789

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,321.748,321.936,0.188
2,Saccades,321.936,321.991,0.055
3,Null,321.991,322.01,0.019
4,Saccades,322.01,322.013,0.003
5,Fixation,322.013,322.158,0.145
6,Saccades,322.158,322.221,0.063
7,Null,322.221,322.241,0.02
8,Saccades,322.241,322.243,0.002
9,Fixation,322.243,322.371,0.128
10,Saccades,322.371,322.423,0.052
11,Fixation,322.423,322.76,0.337
12,Saccades,322.76,322.821,0.061
13,Null,322.821,322.84,0.019
14,Saccades,322.84,322.841,0.001
15,Fixation,322.841,322.966,0.125
16,Saccades,322.966,322.995,0.029
17,Fixation,322.995,323.176,0.181
18,Saccades,323.176,323.246,0.07
19,Null,323.246,323.248,0.002
20,Saccades,323.248,323.255,0.007
21,Null,323.255,323.256,0.001
22,Saccades,323.256,323.276,0.02
23,Null,323.276,323.281,0.005
24,Saccades,323.281,323.301,0.02
25,Fixation,323.301,323.385,0.084
26,Saccades,323.385,323.426,0.041
27,Fixation,323.426,323.531,0.105
28,Saccades,323.531,323.54,0.009
29,Null,323.54,323.566,0.026
30,Saccades,323.566,323.648,0.082
31,Null,323.648,323.651,0.003
32,Saccades,323.651,323.666,0.015
33,Null,323.666,323.675,0.009
34,Saccades,323.675,323.701,0.026
35,Fixation,323.701,324.015,0.314
36,Saccades,324.015,324.07,0.055
37,Null,324.07,324.096,0.026
38,Saccades,324.096,324.101,0.005
39,Fixation,324.101,324.249,0.148
