Segment Info
Segment Name,42
Recording Name,记录001
Subject Name,被试002
Start Time(s),102.9984569
End Time(s),105.492769

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,7,0.08,0.002,0.021,0.0114285714285714
2,Blink,1,0.136,0.136,0.136,0.136
3,Fixation,6,2.084,0.072,1.377,0.347333333333333
4,Saccades,11,0.194,0.001,0.047,0.0176363636363636

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,102.998,103.252,0.254
2,Saccades,103.252,103.253,0.001
3,Fixation,103.253,103.325,0.072
4,Saccades,103.325,103.372,0.047
5,Null,103.372,103.392,0.02
6,Saccades,103.392,103.393,0.001
7,Fixation,103.393,103.557,0.164
8,Saccades,103.557,103.567,0.01
9,Null,103.567,103.577,0.01
10,Blink,103.577,103.713,0.136
11,Null,103.713,103.723,0.01
12,Saccades,103.723,103.75,0.027
13,Null,103.75,103.752,0.002
14,Saccades,103.752,103.783,0.031
15,Null,103.783,103.788,0.005
16,Saccades,103.788,103.827,0.039
17,Fixation,103.827,103.927,0.1
18,Saccades,103.927,103.933,0.006
19,Null,103.933,103.945,0.012
20,Saccades,103.945,103.947,0.002
21,Null,103.947,103.968,0.021
22,Saccades,103.968,103.978,0.01
23,Fixation,103.978,104.095,0.117
24,Saccades,104.095,104.115,0.02
25,Fixation,104.115,105.492,1.377
