Segment Info
Segment Name,30
Recording Name,记录002
Subject Name,被试002
Start Time(s),75.2501445
End Time(s),77.7438256

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,5,0.076,0.01,0.024,0.0152
2,Fixation,10,1.891,0.097,0.302,0.1891
3,Saccades,14,0.526,0.001,0.07,0.0375714285714286

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,75.25,75.361,0.111
2,Saccades,75.361,75.408,0.047
3,Fixation,75.408,75.586,0.178
4,Saccades,75.586,75.648,0.062
5,Null,75.648,75.66,0.012
6,Saccades,75.66,75.661,0.001
7,Fixation,75.661,75.893,0.232
8,Saccades,75.893,75.95,0.057
9,Null,75.95,75.963,0.013
10,Saccades,75.963,75.966,0.003
11,Fixation,75.966,76.268,0.302
12,Saccades,76.268,76.325,0.057
13,Fixation,76.325,76.548,0.223
14,Saccades,76.548,76.611,0.063
15,Null,76.611,76.621,0.01
16,Saccades,76.621,76.63,0.009
17,Fixation,76.63,76.808,0.178
18,Saccades,76.808,76.858,0.05
19,Fixation,76.858,76.981,0.123
20,Saccades,76.981,77.051,0.07
21,Null,77.051,77.075,0.024
22,Saccades,77.075,77.076,0.001
23,Fixation,77.076,77.223,0.147
24,Saccades,77.223,77.263,0.04
25,Fixation,77.263,77.563,0.3
26,Saccades,77.563,77.626,0.063
27,Null,77.626,77.643,0.017
28,Saccades,77.643,77.646,0.003
29,Fixation,77.646,77.743,0.097
