Segment Info
Segment Name,184
Recording Name,记录002
Subject Name,被试002
Start Time(s),462.5644528
End Time(s),465.0633174

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,11,0.153,0.002,0.045,0.0139090909090909
2,Blink,1,0.09,0.09,0.09,0.09
3,Fixation,8,1.894,0.092,0.6,0.23675
4,Saccades,17,0.362,0.001,0.074,0.0212941176470588

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,462.564,462.908,0.344
2,Saccades,462.908,462.968,0.06
3,Fixation,462.968,463.11,0.142
4,Saccades,463.11,463.151,0.041
5,Fixation,463.151,463.303,0.152
6,Saccades,463.303,463.306,0.003
7,Null,463.306,463.316,0.01
8,Blink,463.316,463.406,0.09
9,Null,463.406,463.416,0.01
10,Saccades,463.416,463.43,0.014
11,Null,463.43,463.45,0.02
12,Saccades,463.45,463.468,0.018
13,Null,463.468,463.471,0.003
14,Saccades,463.471,463.473,0.002
15,Null,463.473,463.518,0.045
16,Saccades,463.518,463.523,0.005
17,Null,463.523,463.525,0.002
18,Saccades,463.525,463.526,0.001
19,Null,463.526,463.538,0.012
20,Saccades,463.538,463.545,0.007
21,Fixation,463.545,463.856,0.311
22,Saccades,463.856,463.93,0.074
23,Null,463.93,463.956,0.026
24,Saccades,463.956,463.96,0.004
25,Fixation,463.96,464.095,0.135
26,Saccades,464.095,464.14,0.045
27,Null,464.14,464.151,0.011
28,Saccades,464.151,464.16,0.009
29,Null,464.16,464.17,0.01
30,Saccades,464.17,464.176,0.006
31,Null,464.176,464.18,0.004
32,Saccades,464.18,464.195,0.015
33,Fixation,464.195,464.313,0.118
34,Saccades,464.313,464.316,0.003
35,Fixation,464.316,464.916,0.6
36,Saccades,464.916,464.971,0.055
37,Fixation,464.971,465.063,0.092
