Segment Info
Segment Name,47
Recording Name,记录001
Subject Name,被试002
Start Time(s),115.5574361
End Time(s),118.0570727

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,12,0.092,0.002,0.018,0.00766666666666667
2,Blink,1,0.124,0.124,0.124,0.124
3,Fixation,9,1.626,0.065,0.43,0.180666666666667
4,Saccades,18,0.658,0.001,0.115,0.0365555555555556

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,115.557,115.803,0.246
2,Saccades,115.803,115.86,0.057
3,Null,115.86,115.867,0.007
4,Saccades,115.867,115.91,0.043
5,Fixation,115.91,116.08,0.17
6,Saccades,116.08,116.135,0.055
7,Null,116.135,116.142,0.007
8,Saccades,116.142,116.145,0.003
9,Fixation,116.145,116.28,0.135
10,Saccades,116.28,116.327,0.047
11,Fixation,116.327,116.467,0.14
12,Saccades,116.467,116.468,0.001
13,Null,116.468,116.47,0.002
14,Saccades,116.47,116.585,0.115
15,Null,116.585,116.602,0.017
16,Saccades,116.602,116.615,0.013
17,Null,116.615,116.617,0.002
18,Saccades,116.617,116.63,0.013
19,Null,116.63,116.632,0.002
20,Saccades,116.632,116.635,0.003
21,Null,116.635,116.645,0.01
22,Saccades,116.645,116.647,0.002
23,Fixation,116.647,116.747,0.1
24,Saccades,116.747,116.828,0.081
25,Null,116.828,116.83,0.002
26,Saccades,116.83,116.863,0.033
27,Fixation,116.863,117.068,0.205
28,Null,117.068,117.078,0.01
29,Blink,117.078,117.202,0.124
30,Null,117.202,117.212,0.01
31,Saccades,117.212,117.253,0.041
32,Fixation,117.253,117.318,0.065
33,Saccades,117.318,117.378,0.06
34,Null,117.378,117.383,0.005
35,Saccades,117.383,117.407,0.024
36,Fixation,117.407,117.837,0.43
37,Saccades,117.837,117.902,0.065
38,Null,117.902,117.92,0.018
39,Saccades,117.92,117.922,0.002
40,Fixation,117.922,118.057,0.135
