Segment Info
Segment Name,182
Recording Name,记录001
Subject Name,被试002
Start Time(s),454.2107089
End Time(s),456.7102935

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,16,0.141,0.002,0.036,0.0088125
2,Blink,3,0.4,0.083,0.18,0.133333333333333
3,Fixation,9,1.377,0.028,0.363,0.153
4,Saccades,20,0.582,0.002,0.065,0.0291

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,454.21,454.238,0.028
2,Saccades,454.238,454.303,0.065
3,Null,454.303,454.305,0.002
4,Saccades,454.305,454.323,0.018
5,Null,454.323,454.33,0.007
6,Saccades,454.33,454.332,0.002
7,Fixation,454.332,454.48,0.148
8,Saccades,454.48,454.538,0.058
9,Null,454.538,454.542,0.004
10,Saccades,454.542,454.587,0.045
11,Fixation,454.587,454.698,0.111
12,Saccades,454.698,454.747,0.049
13,Null,454.747,454.75,0.003
14,Saccades,454.75,454.77,0.02
15,Fixation,454.77,454.865,0.095
16,Saccades,454.865,454.918,0.053
17,Null,454.918,454.922,0.004
18,Saccades,454.922,454.952,0.03
19,Null,454.952,454.988,0.036
20,Saccades,454.988,454.993,0.005
21,Fixation,454.993,455.2,0.207
22,Saccades,455.2,455.23,0.03
23,Fixation,455.23,455.443,0.213
24,Null,455.443,455.453,0.01
25,Blink,455.453,455.59,0.137
26,Null,455.59,455.6,0.01
27,Saccades,455.6,455.637,0.037
28,Null,455.637,455.64,0.003
29,Saccades,455.64,455.665,0.025
30,Fixation,455.665,455.737,0.072
31,Saccades,455.737,455.757,0.02
32,Null,455.757,455.767,0.01
33,Blink,455.767,455.85,0.083
34,Null,455.85,455.86,0.01
35,Saccades,455.86,455.89,0.03
36,Null,455.89,455.905,0.015
37,Saccades,455.905,455.932,0.027
38,Null,455.932,455.942,0.01
39,Blink,455.942,456.122,0.18
40,Null,456.122,456.132,0.01
41,Saccades,456.132,456.155,0.023
42,Null,456.155,456.157,0.002
43,Saccades,456.157,456.173,0.016
44,Null,456.173,456.178,0.005
45,Saccades,456.178,456.2,0.022
46,Fixation,456.2,456.34,0.14
47,Saccades,456.34,456.347,0.007
48,Fixation,456.347,456.71,0.363
