Segment Info
Segment Name,67
Recording Name,记录001
Subject Name,被试002
Start Time(s),165.7071582
End Time(s),168.2025886

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,10,0.08,0.001,0.023,0.008
2,Blink,2,0.262,0.105,0.157,0.131
3,Fixation,7,1.778,0.072,0.481,0.254
4,Saccades,14,0.375,0.002,0.064,0.0267857142857143

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Saccades,165.707,165.75,0.043
2,Fixation,165.75,166.042,0.292
3,Saccades,166.042,166.093,0.051
4,Fixation,166.093,166.243,0.15
5,Null,166.243,166.253,0.01
6,Blink,166.253,166.358,0.105
7,Null,166.358,166.368,0.01
8,Saccades,166.368,166.385,0.017
9,Null,166.385,166.387,0.002
10,Saccades,166.387,166.412,0.025
11,Null,166.412,166.417,0.005
12,Saccades,166.417,166.433,0.016
13,Null,166.433,166.435,0.002
14,Saccades,166.435,166.437,0.002
15,Fixation,166.437,166.602,0.165
16,Saccades,166.602,166.615,0.013
17,Null,166.615,166.625,0.01
18,Blink,166.625,166.782,0.157
19,Null,166.782,166.792,0.01
20,Saccades,166.792,166.807,0.015
21,Fixation,166.807,167.288,0.481
22,Saccades,167.288,167.352,0.064
23,Null,167.352,167.353,0.001
24,Saccades,167.353,167.355,0.002
25,Fixation,167.355,167.733,0.378
26,Saccades,167.733,167.785,0.052
27,Null,167.785,167.808,0.023
28,Saccades,167.808,167.81,0.002
29,Fixation,167.81,168.05,0.24
30,Saccades,168.05,168.11,0.06
31,Null,168.11,168.117,0.007
32,Saccades,168.117,168.13,0.013
33,Fixation,168.13,168.202,0.072
