Segment Info
Segment Name,153
Recording Name,记录002
Subject Name,被试002
Frequency(Hz),600
Start Time(s),384.6397864
End Time(s),387.1338405

Id,Time(s),X(%),Y(%),X(px),Y(px),Eye State Type,Velocity(degree/s)
1,384.6401667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,16.4237327256251
2,384.641833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,14.0625621738195
3,384.643500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,11.9372723790543
4,384.6451667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,9.86032816357321
5,384.646833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,7.9293885068567
6,384.648500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,12.4933259654102
7,384.6501667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,9.43467907898991
8,384.651833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,10.0001834659968
9,384.653500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,10.6321694993637
10,384.6551667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,13.9484746302103
11,384.656833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,8.17871975227645
12,384.658500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,11.3747505131986
13,384.6601667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,11.1785260174866
14,384.661833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,12.4424374398487
15,384.663500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,10.9694459108618
16,384.6651667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,12.1540123284926
17,384.666833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,11.2220742653983
18,384.668500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,8.68141085824184
19,384.6701667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,11.6524710874202
20,384.671833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,6.96703637126197
21,384.673500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,7.34891018057154
22,384.6751667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,7.56668331122386
23,384.676833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,9.40569058060623
24,384.678500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,10.0103593685771
25,384.6801667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,8.64805108285964
26,384.681833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,9.60006877144564
27,384.683500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,13.3283537583604
28,384.6851667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,8.11026287695808
29,384.686833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,3.22466095151701
30,384.688500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,4.52668262437136
31,384.6901667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,4.37929393524967
32,384.691833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,14.1562131082947
33,384.693500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,15.3242039404077
34,384.6951667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,10.3115641714368
35,384.696833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,4.51081591751379
36,384.698500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,4.3261629762781
37,384.7001667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,3.74152053531266
38,384.701833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,3.86036378847959
39,384.703500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,7.38097671892435
40,384.7051667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,4.80369550035975
41,384.706833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,1.98775654184305
42,384.708500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,1.3755778899701
43,384.7101667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,5.63553385775548
44,384.711833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,10.0931662592287
45,384.713500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,10.9395246563823
46,384.7151667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,10.9395246563823
47,384.716833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,7.11204250252671
48,384.718500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,9.91414221467391
49,384.7201667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,7.76019775205758
50,384.721833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,7.29390070095586
51,384.723500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,4.43989321416339
52,384.7251667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,2.34763754953395
53,384.726833366667,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,3.93365149835063
54,384.728500033333,37.8255002865834,43.5861615730183,726.249605502401,470.730544988598,注视,3.76360556099542
