Segment Info
Segment Name,8
Recording Name,记录001
Subject Name,被试002
Start Time(s),17.7341606
End Time(s),20.2302524

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,5,0.061,0.004,0.03,0.0122
2,Blink,1,0.096,0.096,0.096,0.096
3,Fixation,7,2.041,0.112,0.546,0.291571428571429
4,Saccades,10,0.298,0.002,0.061,0.0298

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,17.734,18.117,0.383
2,Saccades,18.117,18.145,0.028
3,Fixation,18.145,18.312,0.167
4,Saccades,18.312,18.355,0.043
5,Null,18.355,18.362,0.007
6,Saccades,18.362,18.375,0.013
7,Fixation,18.375,18.802,0.427
8,Saccades,18.802,18.863,0.061
9,Null,18.863,18.893,0.03
10,Saccades,18.893,18.895,0.002
11,Fixation,18.895,19.007,0.112
12,Saccades,19.007,19.063,0.056
13,Null,19.063,19.067,0.004
14,Saccades,19.067,19.087,0.02
15,Fixation,19.087,19.26,0.173
16,Saccades,19.26,19.262,0.002
17,Null,19.262,19.272,0.01
18,Blink,19.272,19.368,0.096
19,Null,19.368,19.378,0.01
20,Saccades,19.378,19.417,0.039
21,Fixation,19.417,19.963,0.546
22,Saccades,19.963,19.997,0.034
23,Fixation,19.997,20.23,0.233
