Segment Info
Segment Name,214
Recording Name,记录002
Subject Name,被试002
Start Time(s),537.9945191
End Time(s),540.4987014

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,21,0.23,0.002,0.038,0.010952380952381
2,Fixation,8,1.718,0.076,0.43,0.21475
3,Saccades,28,0.556,0.001,0.062,0.0198571428571429

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,537.994,538.087,0.093
2,Saccades,538.087,538.132,0.045
3,Null,538.132,538.135,0.003
4,Saccades,538.135,538.192,0.057
5,Null,538.192,538.194,0.002
6,Saccades,538.194,538.225,0.031
7,Null,538.225,538.229,0.004
8,Saccades,538.229,538.23,0.001
9,Null,538.23,538.232,0.002
10,Saccades,538.232,538.24,0.008
11,Null,538.24,538.242,0.002
12,Saccades,538.242,538.244,0.002
13,Null,538.244,538.249,0.005
14,Saccades,538.249,538.269,0.02
15,Null,538.269,538.304,0.035
16,Saccades,538.304,538.312,0.008
17,Null,538.312,538.32,0.008
18,Saccades,538.32,538.322,0.002
19,Null,538.322,538.329,0.007
20,Saccades,538.329,538.34,0.011
21,Null,538.34,538.362,0.022
22,Saccades,538.362,538.367,0.005
23,Null,538.367,538.374,0.007
24,Saccades,538.374,538.422,0.048
25,Null,538.422,538.427,0.005
26,Saccades,538.427,538.43,0.003
27,Null,538.43,538.444,0.014
28,Saccades,538.444,538.452,0.008
29,Fixation,538.452,538.599,0.147
30,Saccades,538.599,538.63,0.031
31,Null,538.63,538.634,0.004
32,Saccades,538.634,538.649,0.015
33,Null,538.649,538.662,0.013
34,Saccades,538.662,538.677,0.015
35,Null,538.677,538.715,0.038
36,Saccades,538.715,538.719,0.004
37,Null,538.719,538.722,0.003
38,Saccades,538.722,538.724,0.002
39,Null,538.724,538.734,0.01
40,Saccades,538.734,538.742,0.008
41,Null,538.742,538.75,0.008
42,Saccades,538.75,538.754,0.004
43,Fixation,538.754,538.869,0.115
44,Saccades,538.869,538.879,0.01
45,Null,538.879,538.904,0.025
46,Saccades,538.904,538.905,0.001
47,Fixation,538.905,539.322,0.417
48,Saccades,539.322,539.36,0.038
49,Fixation,539.36,539.79,0.43
50,Saccades,539.79,539.852,0.062
51,Null,539.852,539.865,0.013
52,Saccades,539.865,539.869,0.004
53,Fixation,539.869,540.105,0.236
54,Saccades,540.105,540.165,0.06
55,Fixation,540.165,540.369,0.204
56,Saccades,540.369,540.422,0.053
57,Fixation,540.422,540.498,0.076
