Segment Info
Segment Name,53
Recording Name,记录001
Subject Name,被试002
Start Time(s),130.5826103
End Time(s),133.081824

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,8,0.07,0.001,0.038,0.00875
2,Fixation,9,1.956,0.073,0.604,0.217333333333333
3,Saccades,17,0.473,0.002,0.07,0.0278235294117647

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,130.582,130.865,0.283
2,Saccades,130.865,130.903,0.038
3,Fixation,130.903,131.038,0.135
4,Saccades,131.038,131.098,0.06
5,Fixation,131.098,131.702,0.604
6,Saccades,131.702,131.743,0.041
7,Fixation,131.743,131.895,0.152
8,Saccades,131.895,131.907,0.012
9,Null,131.907,131.915,0.008
10,Saccades,131.915,131.923,0.008
11,Fixation,131.923,132.082,0.159
12,Saccades,132.082,132.097,0.015
13,Null,132.097,132.102,0.005
14,Saccades,132.102,132.117,0.015
15,Fixation,132.117,132.267,0.15
16,Saccades,132.267,132.285,0.018
17,Null,132.285,132.287,0.002
18,Saccades,132.287,132.305,0.018
19,Fixation,132.305,132.378,0.073
20,Saccades,132.378,132.417,0.039
21,Null,132.417,132.455,0.038
22,Saccades,132.455,132.465,0.01
23,Null,132.465,132.473,0.008
24,Saccades,132.473,132.477,0.004
25,Null,132.477,132.482,0.005
26,Saccades,132.482,132.552,0.07
27,Null,132.552,132.555,0.003
28,Saccades,132.555,132.572,0.017
29,Null,132.572,132.573,0.001
30,Saccades,132.573,132.575,0.002
31,Fixation,132.575,132.765,0.19
32,Saccades,132.765,132.802,0.037
33,Fixation,132.802,133.012,0.21
34,Saccades,133.012,133.081,0.069
