Segment Info
Segment Name,102
Recording Name,记录002
Subject Name,被试002
Start Time(s),256.3806436
End Time(s),258.8763709

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,4,0.074,0.009,0.039,0.0185
2,Fixation,7,2.09,0.217,0.507,0.298571428571429
3,Saccades,11,0.332,0.001,0.063,0.0301818181818182

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Null,256.38,256.39,0.01
2,Saccades,256.39,256.394,0.004
3,Null,256.394,256.41,0.016
4,Saccades,256.41,256.415,0.005
5,Null,256.415,256.424,0.009
6,Saccades,256.424,256.425,0.001
7,Fixation,256.425,256.642,0.217
8,Saccades,256.642,256.705,0.063
9,Null,256.705,256.744,0.039
10,Saccades,256.744,256.745,0.001
11,Fixation,256.745,257.067,0.322
12,Saccades,257.067,257.114,0.047
13,Fixation,257.114,257.395,0.281
14,Saccades,257.395,257.445,0.05
15,Fixation,257.445,257.67,0.225
16,Saccades,257.67,257.715,0.045
17,Fixation,257.715,258.01,0.295
18,Saccades,258.01,258.052,0.042
19,Fixation,258.052,258.559,0.507
20,Saccades,258.559,258.604,0.045
21,Fixation,258.604,258.847,0.243
22,Saccades,258.847,258.876,0.029
