Segment Info
Segment Name,269
Recording Name,记录002
Subject Name,被试002
Start Time(s),676.3121322
End Time(s),678.8074934

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,8,0.107,0.001,0.033,0.013375
2,Blink,1,0.105,0.105,0.105,0.105
3,Fixation,11,1.724,0.04,0.28,0.156727272727273
4,Saccades,18,0.559,0.002,0.081,0.0310555555555556

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,676.312,676.352,0.04
2,Saccades,676.352,676.394,0.042
3,Fixation,676.394,676.674,0.28
4,Saccades,676.674,676.739,0.065
5,Fixation,676.739,676.942,0.203
6,Saccades,676.942,676.98,0.038
7,Fixation,676.98,677.26,0.28
8,Saccades,677.26,677.315,0.055
9,Fixation,677.315,677.522,0.207
10,Saccades,677.522,677.55,0.028
11,Fixation,677.55,677.664,0.114
12,Saccades,677.664,677.745,0.081
13,Null,677.745,677.767,0.022
14,Saccades,677.767,677.769,0.002
15,Fixation,677.769,677.924,0.155
16,Saccades,677.924,677.932,0.008
17,Null,677.932,677.942,0.01
18,Blink,677.942,678.047,0.105
19,Null,678.047,678.057,0.01
20,Saccades,678.057,678.072,0.015
21,Null,678.072,678.079,0.007
22,Saccades,678.079,678.109,0.03
23,Null,678.109,678.11,0.001
24,Saccades,678.11,678.12,0.01
25,Fixation,678.12,678.189,0.069
26,Saccades,678.189,678.254,0.065
27,Null,678.254,678.267,0.013
28,Saccades,678.267,678.277,0.01
29,Fixation,678.277,678.49,0.213
30,Saccades,678.49,678.494,0.004
31,Null,678.494,678.527,0.033
32,Saccades,678.527,678.587,0.06
33,Fixation,678.587,678.65,0.063
34,Saccades,678.65,678.654,0.004
35,Null,678.654,678.665,0.011
36,Saccades,678.665,678.674,0.009
37,Fixation,678.674,678.774,0.1
38,Saccades,678.774,678.807,0.033
