Segment Info
Segment Name,164
Recording Name,记录001
Subject Name,被试001
Start Time(s),411.6753793
End Time(s),414.175807

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,2,0.022,0.01,0.012,0.011
2,Blink,1,0.156,0.156,0.156,0.156
3,Fixation,10,1.884,0.017,0.357,0.1884
4,Saccades,11,0.438,0.003,0.09,0.0398181818181818

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,411.675,411.692,0.017
2,Saccades,411.692,411.744,0.052
3,Fixation,411.744,411.932,0.188
4,Saccades,411.932,411.985,0.053
5,Fixation,411.985,412.135,0.15
6,Saccades,412.135,412.165,0.03
7,Fixation,412.165,412.364,0.199
8,Saccades,412.364,412.39,0.026
9,Fixation,412.39,412.655,0.265
10,Saccades,412.655,412.705,0.05
11,Fixation,412.705,412.929,0.224
12,Saccades,412.929,412.967,0.038
13,Null,412.967,412.979,0.012
14,Saccades,412.979,412.982,0.003
15,Fixation,412.982,413.247,0.265
16,Saccades,413.247,413.337,0.09
17,Fixation,413.337,413.694,0.357
18,Saccades,413.694,413.72,0.026
19,Fixation,413.72,413.847,0.127
20,Saccades,413.847,413.912,0.065
21,Fixation,413.912,414.004,0.092
22,Saccades,414.004,414.009,0.005
23,Null,414.009,414.019,0.01
24,Blink,414.019,414.175,0.156
