Segment Info
Segment Name,130
Recording Name,记录001
Subject Name,被试002
Start Time(s),323.7593648
End Time(s),326.2624418

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,10,0.138,0.003,0.03,0.0138
2,Fixation,11,1.737,0.046,0.332,0.157909090909091
3,Saccades,20,0.628,0.001,0.063,0.0314

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,323.759,323.805,0.046
2,Saccades,323.805,323.868,0.063
3,Null,323.868,323.882,0.014
4,Saccades,323.882,323.903,0.021
5,Fixation,323.903,324.03,0.127
6,Saccades,324.03,324.075,0.045
7,Null,324.075,324.078,0.003
8,Saccades,324.078,324.107,0.029
9,Fixation,324.107,324.247,0.14
10,Saccades,324.247,324.248,0.001
11,Null,324.248,324.267,0.019
12,Saccades,324.267,324.273,0.006
13,Null,324.273,324.285,0.012
14,Saccades,324.285,324.342,0.057
15,Null,324.342,324.355,0.013
16,Saccades,324.355,324.36,0.005
17,Fixation,324.36,324.485,0.125
18,Saccades,324.485,324.533,0.048
19,Null,324.533,324.545,0.012
20,Saccades,324.545,324.552,0.007
21,Fixation,324.552,324.708,0.156
22,Saccades,324.708,324.762,0.054
23,Fixation,324.762,325.062,0.3
24,Saccades,325.062,325.122,0.06
25,Null,325.122,325.137,0.015
26,Saccades,325.137,325.138,0.001
27,Fixation,325.138,325.47,0.332
28,Saccades,325.47,325.512,0.042
29,Fixation,325.512,325.59,0.078
30,Saccades,325.59,325.645,0.055
31,Null,325.645,325.675,0.03
32,Saccades,325.675,325.677,0.002
33,Fixation,325.677,325.84,0.163
34,Saccades,325.84,325.898,0.058
35,Null,325.898,325.908,0.01
36,Saccades,325.908,325.915,0.007
37,Fixation,325.915,326.095,0.18
38,Saccades,326.095,326.155,0.06
39,Null,326.155,326.165,0.01
40,Saccades,326.165,326.172,0.007
41,Fixation,326.172,326.262,0.09
