Segment Info
Segment Name,91
Recording Name,记录002
Subject Name,被试002
Start Time(s),228.7311781
End Time(s),231.2313717

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,9,0.053,0.002,0.016,0.00588888888888889
2,Fixation,10,1.848,0.081,0.48,0.1848
3,Saccades,18,0.599,0.001,0.112,0.0332777777777778

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,228.731,228.813,0.082
2,Saccades,228.813,228.825,0.012
3,Null,228.825,228.831,0.006
4,Saccades,228.831,228.943,0.112
5,Null,228.943,228.946,0.003
6,Saccades,228.946,228.961,0.015
7,Null,228.961,228.963,0.002
8,Saccades,228.963,228.98,0.017
9,Null,228.98,228.986,0.006
10,Saccades,228.986,229.006,0.02
11,Null,229.006,229.008,0.002
12,Saccades,229.008,229.021,0.013
13,Null,229.021,229.025,0.004
14,Saccades,229.025,229.031,0.006
15,Null,229.031,229.04,0.009
16,Saccades,229.04,229.041,0.001
17,Null,229.041,229.046,0.005
18,Saccades,229.046,229.048,0.002
19,Fixation,229.048,229.151,0.103
20,Saccades,229.151,229.203,0.052
21,Fixation,229.203,229.391,0.188
22,Saccades,229.391,229.44,0.049
23,Fixation,229.44,229.92,0.48
24,Saccades,229.92,229.981,0.061
25,Fixation,229.981,230.268,0.287
26,Saccades,230.268,230.315,0.047
27,Fixation,230.315,230.488,0.173
28,Saccades,230.488,230.505,0.017
29,Fixation,230.505,230.635,0.13
30,Saccades,230.635,230.681,0.046
31,Fixation,230.681,230.833,0.152
32,Saccades,230.833,230.905,0.072
33,Null,230.905,230.921,0.016
34,Saccades,230.921,230.923,0.002
35,Fixation,230.923,231.095,0.172
36,Saccades,231.095,231.15,0.055
37,Fixation,231.15,231.231,0.081
