Segment Info
Segment Name,180
Recording Name,记录002
Subject Name,被试002
Start Time(s),452.5056448
End Time(s),455.0091793

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,21,0.289,0.002,0.054,0.0137619047619048
2,Fixation,9,1.74,0.009,0.332,0.193333333333333
3,Saccades,29,0.475,0.001,0.07,0.0163793103448276

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,452.505,452.514,0.009
2,Saccades,452.514,452.58,0.066
3,Null,452.58,452.587,0.007
4,Saccades,452.587,452.602,0.015
5,Null,452.602,452.609,0.007
6,Saccades,452.609,452.61,0.001
7,Fixation,452.61,452.737,0.127
8,Saccades,452.737,452.795,0.058
9,Null,452.795,452.799,0.004
10,Saccades,452.799,452.82,0.021
11,Null,452.82,452.824,0.004
12,Saccades,452.824,452.825,0.001
13,Fixation,452.825,452.895,0.07
14,Saccades,452.895,452.944,0.049
15,Null,452.944,452.97,0.026
16,Saccades,452.97,452.974,0.004
17,Fixation,452.974,453.292,0.318
18,Saccades,453.292,453.307,0.015
19,Fixation,453.307,453.624,0.317
20,Saccades,453.624,453.625,0.001
21,Fixation,453.625,453.957,0.332
22,Saccades,453.957,453.979,0.022
23,Fixation,453.979,454.275,0.296
24,Saccades,454.275,454.335,0.06
25,Null,454.335,454.337,0.002
26,Saccades,454.337,454.407,0.07
27,Null,454.407,454.41,0.003
28,Saccades,454.41,454.415,0.005
29,Null,454.415,454.417,0.002
30,Saccades,454.417,454.42,0.003
31,Null,454.42,454.424,0.004
32,Saccades,454.424,454.425,0.001
33,Null,454.425,454.434,0.009
34,Saccades,454.434,454.435,0.001
35,Null,454.435,454.454,0.019
36,Saccades,454.454,454.455,0.001
37,Null,454.455,454.457,0.002
38,Saccades,454.457,454.462,0.005
39,Null,454.462,454.49,0.028
40,Saccades,454.49,454.502,0.012
41,Null,454.502,454.509,0.007
42,Saccades,454.509,454.51,0.001
43,Null,454.51,454.515,0.005
44,Saccades,454.515,454.529,0.014
45,Null,454.529,454.579,0.05
46,Saccades,454.579,454.587,0.008
47,Null,454.587,454.595,0.008
48,Saccades,454.595,454.597,0.002
49,Fixation,454.597,454.689,0.092
50,Saccades,454.689,454.7,0.011
51,Null,454.7,454.705,0.005
52,Saccades,454.705,454.724,0.019
53,Null,454.724,454.752,0.028
54,Saccades,454.752,454.757,0.005
55,Null,454.757,454.772,0.015
56,Saccades,454.772,454.775,0.003
57,Null,454.775,454.829,0.054
58,Saccades,454.829,454.83,0.001
59,Fixation,454.83,455.009,0.179
