Segment Info
Segment Name,52
Recording Name,记录001
Subject Name,被试001
Start Time(s),130.5156963
End Time(s),133.0075138

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.022,0.002,0.01,0.00733333333333333
2,Blink,1,0.177,0.177,0.177,0.177
3,Fixation,10,1.832,0.005,0.283,0.1832
4,Saccades,11,0.461,0.005,0.09,0.0419090909090909

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,130.515,130.52,0.005
2,Saccades,130.52,130.61,0.09
3,Fixation,130.61,130.893,0.283
4,Saccades,130.893,130.931,0.038
5,Fixation,130.931,131.105,0.174
6,Saccades,131.105,131.145,0.04
7,Fixation,131.145,131.351,0.206
8,Saccades,131.351,131.381,0.03
9,Fixation,131.381,131.651,0.27
10,Saccades,131.651,131.718,0.067
11,Fixation,131.718,131.913,0.195
12,Saccades,131.913,131.986,0.073
13,Fixation,131.986,132.206,0.22
14,Saccades,132.206,132.236,0.03
15,Fixation,132.236,132.451,0.215
16,Saccades,132.451,132.5,0.049
17,Fixation,132.5,132.63,0.13
18,Saccades,132.63,132.656,0.026
19,Null,132.656,132.666,0.01
20,Blink,132.666,132.843,0.177
21,Null,132.843,132.853,0.01
22,Saccades,132.853,132.858,0.005
23,Null,132.858,132.86,0.002
24,Saccades,132.86,132.873,0.013
25,Fixation,132.873,133.007,0.134
