Segment Info
Segment Name,180
Recording Name,记录002
Subject Name,被试001
Frequency(Hz),600
Start Time(s),370.2115919
End Time(s),372.4234854

Id,Time(s),LeftEyePositionValidity,LeftEyePositionX,LeftEyePositionY,LeftEyePositionZ,RightEyePositionValidity,RightEyePositionX,RightEyePositionY,RightEyePositionZ,LeftGazePositionValidity,LeftGazePositionX,LeftGazePositionY,LeftGazePositionZ,LeftGazePointValidity,LeftGazePointX,LeftGazePointY,RightGazePositionValidity,RightGazePositionX,RightGazePositionY,RightGazePositionZ,RightGazePointValidity,RightGazePointX,RightGazePointY,LeftPupilValidity,LeftPupilDiameter,RightPupilValidity,RightPupilDiameter
1,370.211825666667,True,-65.5818023681641,-66.1780853271484,605.927001953125,True,-7.39851474761963,-69.6789321899414,601.484130859375,True,-104.069602966309,124.631423950195,22.4823131561279,True,0.311468094587326,0.598052740097046,True,-104.059722900391,118.971694946289,20.422327041626,True,0.311486005783081,0.617450356483459,True,3.32798767089844,True,2.96235656738281
2,370.213492333333,True,-65.585578918457,-66.1772537231445,605.940856933594,True,-7.39903211593628,-69.6753997802734,601.463073730469,True,-102.684181213379,124.03150177002,22.2639846801758,True,0.313977956771851,0.600108802318573,True,-104.412292480469,117.118690490723,19.7478561401367,True,0.310847282409668,0.623801171779633,True,3.33758544921875,True,2.97611999511719
3,370.215159,True,-65.5834121704102,-66.1739120483398,605.915222167969,True,-7.39344882965088,-69.6704406738281,601.445434570313,True,-104.257881164551,125.871887207031,22.9338188171387,True,0.311127007007599,0.593801140785217,True,-105.077095031738,118.122421264648,20.1132431030273,True,0.309642970561981,0.620361030101776,True,3.32795715332031,True,2.97921752929688
4,370.216825666667,True,-65.585693359375,-66.1699371337891,605.92578125,True,-7.39843082427979,-69.6694641113281,601.453857421875,True,-103.815284729004,124.439910888672,22.4126224517822,True,0.311928808689117,0.598709046840668,True,-104.266212463379,118.240798950195,20.1563110351563,True,0.311111927032471,0.619955241680145,True,3.34175109863281,True,2.96443176269531
5,370.218492333333,True,-65.5853424072266,-66.1682739257813,605.926452636719,True,-7.40079116821289,-69.6678848266602,601.466003417969,True,-104.233596801758,125.202102661133,22.6900005340576,True,0.311171025037766,0.596096754074097,True,-104.675270080566,117.533233642578,19.898796081543,True,0.310370922088623,0.622380316257477,True,3.33399963378906,True,2.98405456542969
6,370.220159,True,-65.5868606567383,-66.1596908569336,605.921997070313,True,-7.40496063232422,-69.6621246337891,601.4326171875,True,-105.719802856445,121.272186279297,21.2596569061279,True,0.308478653430939,0.609565854072571,True,-104.191772460938,119.644035339355,20.6670665740967,True,0.311246812343597,0.615145981311798,True,3.358154296875,True,2.97996520996094
7,370.221825666667,True,-65.5857772827148,-66.1562423706055,605.891479492188,True,-7.40510272979736,-69.6635894775391,601.462219238281,True,-104.409606933594,126.359992980957,23.1114654541016,True,0.310852199792862,0.592128396034241,True,-102.819831848145,118.126861572266,20.1148567199707,True,0.313732206821442,0.620345771312714,True,3.33148193359375,True,2.96818542480469
8,370.223492333333,True,-65.5905532836914,-66.1535949707031,605.908996582031,True,-7.41534280776978,-69.6633911132813,601.440490722656,True,-103.64892578125,126.744636535645,23.2514457702637,True,0.312230199575424,0.590810060501099,True,-102.34545135498,121.39128112793,21.303035736084,True,0.314591556787491,0.609157621860504,True,3.322265625,True,2.95085144042969
9,370.225159,True,-65.5882186889648,-66.1528015136719,605.903381347656,True,-7.40742540359497,-69.6611557006836,601.480895996094,True,-103.531379699707,124.286575317383,22.3568134307861,True,0.312443137168884,0.599234580993652,True,-104.540885925293,117.8896484375,20.0285034179688,True,0.310614317655563,0.62115877866745,True,3.33946228027344,True,2.98213195800781
10,370.226825666667,True,-65.5878601074219,-66.1492767333984,605.898986816406,True,-7.40601062774658,-69.6571960449219,601.453125,True,-104.59952545166,123.20206451416,21.9620971679688,True,0.310508072376251,0.602951526641846,True,-105.304351806641,118.973724365234,20.4230728149414,True,0.309231221675873,0.617443263530731,True,3.33621215820313,True,2.98159790039063
11,370.228492333333,True,-65.5892868041992,-66.1429595947266,605.885131835938,True,-7.4068489074707,-69.6553192138672,601.448669433594,True,-104.852127075195,125.480087280273,22.7911834716797,True,0.310050457715988,0.595144033432007,True,-104.619216918945,119.025146484375,20.4417591094971,True,0.310472428798676,0.61726713180542,True,3.33233642578125,True,2.98248291015625
12,370.230159,True,-65.5895690917969,-66.1319046020508,605.889953613281,True,-7.40462017059326,-69.652214050293,601.449462890625,True,-105.946701049805,121.026473999023,21.1702537536621,True,0.308067589998245,0.610408008098602,True,-104.313926696777,116.841110229492,19.6468887329102,True,0.311025500297546,0.624752461910248,True,3.35279846191406,True,2.98126220703125
13,370.231825666667,True,-65.5883636474609,-66.1350479125977,605.872802734375,True,-7.41217613220215,-69.6505584716797,601.432861328125,True,-104.358871459961,123.723892211914,22.1520118713379,True,0.310944080352783,0.60116308927536,True,-103.00129699707,119.173225402832,20.4956703186035,True,0.313403427600861,0.616759657859802,True,3.33282470703125,True,2.9739990234375
14,370.233492333333,True,-65.586051940918,-66.1271286010742,605.85986328125,True,-7.40935277938843,-69.6502838134766,601.42919921875,True,-105.92268371582,124.617935180664,22.4773960113525,True,0.308111071586609,0.598098933696747,True,-107.190002441406,119.239761352539,20.5199069976807,True,0.305815249681473,0.616531550884247,True,3.33406066894531,True,2.98350524902344
15,370.235159,True,-65.5888824462891,-66.1264572143555,605.881103515625,True,-7.40532350540161,-69.6487350463867,601.447509765625,True,-104.960182189941,125.032539367676,22.6283435821533,True,0.309854745864868,0.596677899360657,True,-104.218147277832,117.792053222656,19.9930171966553,True,0.311198979616165,0.621493279933929,True,3.33767700195313,True,2.98793029785156
16,370.236825666667,True,-65.5868377685547,-66.1182708740234,605.846435546875,True,-7.41055679321289,-69.6493759155273,601.475341796875,True,-105.190589904785,123.628082275391,22.1170845031738,True,0.309437334537506,0.601491451263428,True,-101.149085998535,118.094665527344,20.1031036376953,True,0.316758900880814,0.620456159114838,True,3.331787109375,True,2.96435546875
17,370.238492333333,True,-65.5948944091797,-66.1227569580078,605.905639648438,True,-7.40564012527466,-69.6458053588867,601.463989257813,True,-103.020462036133,123.462226867676,22.0567436218262,True,0.313368737697601,0.602059960365295,True,-104.996391296387,121.124145507813,21.2057991027832,True,0.309789150953293,0.610073208808899,True,3.33578491210938,True,2.97903442382813
