Segment Info
Segment Name,100
Recording Name,记录002
Subject Name,被试002
Start Time(s),251.3539412
End Time(s),253.8438213

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,12,0.064,0.001,0.028,0.00533333333333333
2,Fixation,6,2.042,0.075,0.59,0.340333333333333
3,Saccades,17,0.384,0.002,0.107,0.0225882352941176

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Null,251.353,251.356,0.003
2,Saccades,251.356,251.39,0.034
3,Null,251.39,251.391,0.001
4,Saccades,251.391,251.393,0.002
5,Null,251.393,251.396,0.003
6,Saccades,251.396,251.398,0.002
7,Null,251.398,251.4,0.002
8,Saccades,251.4,251.415,0.015
9,Null,251.415,251.421,0.006
10,Saccades,251.421,251.426,0.005
11,Null,251.426,251.43,0.004
12,Saccades,251.43,251.443,0.013
13,Null,251.443,251.446,0.003
14,Saccades,251.446,251.448,0.002
15,Null,251.448,251.456,0.008
16,Saccades,251.456,251.468,0.012
17,Null,251.468,251.47,0.002
18,Saccades,251.47,251.485,0.015
19,Null,251.485,251.513,0.028
20,Saccades,251.513,251.52,0.007
21,Null,251.52,251.521,0.001
22,Saccades,251.521,251.528,0.007
23,Null,251.528,251.531,0.003
24,Saccades,251.531,251.535,0.004
25,Fixation,251.535,251.753,0.218
26,Saccades,251.753,251.791,0.038
27,Fixation,251.791,252.381,0.59
28,Saccades,252.381,252.421,0.04
29,Fixation,252.421,252.811,0.39
30,Saccades,252.811,252.865,0.054
31,Fixation,252.865,253.058,0.193
32,Saccades,253.058,253.085,0.027
33,Fixation,253.085,253.661,0.576
34,Saccades,253.661,253.768,0.107
35,Fixation,253.768,253.843,0.075
