Segment Info
Segment Name,60
Recording Name,记录002
Subject Name,被试002
Start Time(s),150.5202116
End Time(s),153.0295085

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,7,0.046,0.001,0.012,0.00657142857142857
2,Fixation,11,1.93,0.068,0.316,0.175454545454545
3,Saccades,17,0.533,0.002,0.076,0.0313529411764706

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,150.52,150.836,0.316
2,Saccades,150.836,150.895,0.059
3,Null,150.895,150.906,0.011
4,Saccades,150.906,150.913,0.007
5,Fixation,150.913,151.161,0.248
6,Saccades,151.161,151.231,0.07
7,Null,151.231,151.243,0.012
8,Saccades,151.243,151.251,0.008
9,Fixation,151.251,151.4,0.149
10,Saccades,151.4,151.461,0.061
11,Null,151.461,151.468,0.007
12,Saccades,151.468,151.485,0.017
13,Null,151.485,151.488,0.003
14,Saccades,151.488,151.49,0.002
15,Fixation,151.49,151.733,0.243
16,Saccades,151.733,151.741,0.008
17,Fixation,151.741,152.005,0.264
18,Saccades,152.005,152.081,0.076
19,Null,152.081,152.083,0.002
20,Saccades,152.083,152.095,0.012
21,Null,152.095,152.096,0.001
22,Saccades,152.096,152.105,0.009
23,Fixation,152.105,152.173,0.068
24,Saccades,152.173,152.176,0.003
25,Fixation,152.176,152.285,0.109
26,Saccades,152.285,152.341,0.056
27,Null,152.341,152.351,0.01
28,Saccades,152.351,152.358,0.007
29,Fixation,152.358,152.493,0.135
30,Saccades,152.493,152.543,0.05
31,Fixation,152.543,152.67,0.127
32,Saccades,152.67,152.703,0.033
33,Fixation,152.703,152.906,0.203
34,Saccades,152.906,152.961,0.055
35,Fixation,152.961,153.029,0.068
