Segment Info
Segment Name,73
Recording Name,记录001
Subject Name,被试001
Start Time(s),183.301628
End Time(s),185.8029875

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,4,0.043,0.002,0.022,0.01075
2,Fixation,12,1.744,0.078,0.355,0.145333333333333
3,Saccades,15,0.714,0.003,0.135,0.0476

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,183.301,183.452,0.151
2,Saccades,183.452,183.534,0.082
3,Fixation,183.534,183.619,0.085
4,Saccades,183.619,183.654,0.035
5,Fixation,183.654,183.769,0.115
6,Saccades,183.769,183.81,0.041
7,Fixation,183.81,183.984,0.174
8,Saccades,183.984,184.045,0.061
9,Fixation,184.045,184.4,0.355
10,Saccades,184.4,184.457,0.057
11,Fixation,184.457,184.642,0.185
12,Saccades,184.642,184.667,0.025
13,Fixation,184.667,184.804,0.137
14,Saccades,184.804,184.87,0.066
15,Fixation,184.87,184.97,0.1
16,Saccades,184.97,185.05,0.08
17,Fixation,185.05,185.129,0.079
18,Saccades,185.129,185.152,0.023
19,Null,185.152,185.159,0.007
20,Saccades,185.159,185.162,0.003
21,Fixation,185.162,185.314,0.152
22,Saccades,185.314,185.325,0.011
23,Null,185.325,185.337,0.012
24,Saccades,185.337,185.472,0.135
25,Null,185.472,185.474,0.002
26,Saccades,185.474,185.477,0.003
27,Fixation,185.477,185.61,0.133
28,Saccades,185.61,185.615,0.005
29,Null,185.615,185.637,0.022
30,Saccades,185.637,185.724,0.087
31,Fixation,185.724,185.802,0.078
