Segment Info
Segment Name,177
Recording Name,记录001
Subject Name,被试001
Frequency(Hz),600
Start Time(s),444.7923912
End Time(s),447.2887542

Id,Time(s),X(%),Y(%),X(px),Y(px),Eye State Type,Velocity(degree/s)
1,444.793491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,22.1026415951464
2,444.7951584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,24.5506578282519
3,444.796825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,25.9523135036462
4,444.798491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,30.0074998018619
5,444.8001584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,27.8402636937773
6,444.801825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,36.3819234741258
7,444.803491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,32.0796874616606
8,444.8051584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,28.9004327106352
9,444.806825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,20.8434924295493
10,444.808491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,20.0265788363445
11,444.8101584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,18.1671393875562
12,444.811825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,20.3016139539789
13,444.813491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,18.5909912422355
14,444.8151584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,12.7146021891695
15,444.816825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,2.43870704821364
16,444.818491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,3.35331461252318
17,444.8201584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,4.78822528991179
18,444.821825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,0.658843538182046
19,444.823491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,0.732523304734711
20,444.8251584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,4.25575367771766
21,444.826825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,7.4196792400383
22,444.828491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,4.84456258425447
23,444.8301584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,4.23209883712282
24,444.831825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,0.85993773323542
25,444.833491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,4.66434895780834
26,444.8351584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,2.0451252863459
27,444.836825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,1.68609325230663
28,444.838491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,1.80656245335588
29,444.8401584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,3.09696214285364
30,444.841825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,3.56116348854214
31,444.843491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,3.26618318219842
32,444.8451584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,2.64909181245606
33,444.846825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,3.56531583834866
34,444.848491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,1.41723377505522
35,444.8501584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,2.16491909583294
36,444.851825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,3.38018842974135
37,444.853491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,6.7901388332926
38,444.8551584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,2.10822213858737
39,444.856825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,1.84562743642235
40,444.858491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,1.84563697074988
41,444.8601584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,2.45139853065704
42,444.861825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,3.91618041046304
43,444.863491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,2.79626164688274
44,444.8651584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,8.95638957008791
45,444.866825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,5.86752749378216
46,444.868491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,4.97356224459686
47,444.8701584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,1.2023453910008
48,444.871825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,0.991871598532277
49,444.873491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,3.95614021649747
50,444.8751584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,2.65317968469325
51,444.876825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,5.72214534557759
52,444.878491733333,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,6.95612465985031
53,444.8801584,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,6.70601575405988
54,444.881825066667,50.4114823819305,45.9776232044818,967.900461733067,496.558330608403,注视,2.5463092402065
