Segment Info
Segment Name,11
Recording Name,记录001
Subject Name,被试001
Start Time(s),27.5700073
End Time(s),30.0692595

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,17,0.261,0.002,0.057,0.0153529411764706
2,Blink,1,0.105,0.105,0.105,0.105
3,Fixation,7,1.718,0.131,0.348,0.245428571428571
4,Saccades,22,0.415,0.001,0.07,0.0188636363636364

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,27.57,27.918,0.348
2,Saccades,27.918,27.948,0.03
3,Fixation,27.948,28.171,0.223
4,Saccades,28.171,28.196,0.025
5,Fixation,28.196,28.455,0.259
6,Saccades,28.455,28.505,0.05
7,Fixation,28.505,28.636,0.131
8,Saccades,28.636,28.685,0.049
9,Fixation,28.685,28.951,0.266
10,Saccades,28.951,29.021,0.07
11,Null,29.021,29.078,0.057
12,Saccades,29.078,29.088,0.01
13,Null,29.088,29.098,0.01
14,Saccades,29.098,29.108,0.01
15,Null,29.108,29.116,0.008
16,Saccades,29.116,29.125,0.009
17,Null,29.125,29.136,0.011
18,Saccades,29.136,29.138,0.002
19,Null,29.138,29.176,0.038
20,Saccades,29.176,29.178,0.002
21,Null,29.178,29.188,0.01
22,Saccades,29.188,29.195,0.007
23,Null,29.195,29.213,0.018
24,Saccades,29.213,29.216,0.003
25,Null,29.216,29.236,0.02
26,Saccades,29.236,29.243,0.007
27,Null,29.243,29.248,0.005
28,Saccades,29.248,29.255,0.007
29,Null,29.255,29.258,0.003
30,Saccades,29.258,29.263,0.005
31,Null,29.263,29.271,0.008
32,Saccades,29.271,29.273,0.002
33,Null,29.273,29.275,0.002
34,Saccades,29.275,29.276,0.001
35,Null,29.276,29.291,0.015
36,Saccades,29.291,29.293,0.002
37,Null,29.293,29.326,0.033
38,Saccades,29.326,29.328,0.002
39,Null,29.328,29.331,0.003
40,Saccades,29.331,29.39,0.059
41,Fixation,29.39,29.693,0.303
42,Saccades,29.693,29.748,0.055
43,Null,29.748,29.758,0.01
44,Blink,29.758,29.863,0.105
45,Null,29.863,29.873,0.01
46,Saccades,29.873,29.881,0.008
47,Fixation,29.881,30.069,0.188
