Segment Info
Segment Name,99
Recording Name,记录002
Subject Name,被试002
Start Time(s),248.8436283
End Time(s),251.3428008

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,28,0.237,0.001,0.049,0.00846428571428572
2,Blink,1,0.076,0.076,0.076,0.076
3,Fixation,9,1.852,0.065,0.525,0.205777777777778
4,Saccades,35,0.334,0.002,0.074,0.00954285714285714

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,248.843,249.171,0.328
2,Saccades,249.171,249.215,0.044
3,Fixation,249.215,249.74,0.525
4,Saccades,249.74,249.806,0.066
5,Null,249.806,249.825,0.019
6,Saccades,249.825,249.833,0.008
7,Null,249.833,249.836,0.003
8,Saccades,249.836,249.838,0.002
9,Null,249.838,249.841,0.003
10,Saccades,249.841,249.85,0.009
11,Null,249.85,249.856,0.006
12,Saccades,249.856,249.858,0.002
13,Fixation,249.858,249.923,0.065
14,Saccades,249.923,249.928,0.005
15,Null,249.928,249.946,0.018
16,Saccades,249.946,249.95,0.004
17,Null,249.95,249.963,0.013
18,Saccades,249.963,249.97,0.007
19,Fixation,249.97,250.036,0.066
20,Saccades,250.036,250.038,0.002
21,Null,250.038,250.043,0.005
22,Saccades,250.043,250.046,0.003
23,Null,250.046,250.095,0.049
24,Saccades,250.095,250.098,0.003
25,Null,250.098,250.103,0.005
26,Saccades,250.103,250.105,0.002
27,Null,250.105,250.106,0.001
28,Saccades,250.106,250.108,0.002
29,Null,250.108,250.111,0.003
30,Saccades,250.111,250.115,0.004
31,Null,250.115,250.125,0.01
32,Saccades,250.125,250.128,0.003
33,Null,250.128,250.158,0.03
34,Saccades,250.158,250.163,0.005
35,Null,250.163,250.173,0.01
36,Saccades,250.173,250.175,0.002
37,Null,250.175,250.176,0.001
38,Saccades,250.176,250.178,0.002
39,Fixation,250.178,250.276,0.098
40,Saccades,250.276,250.28,0.004
41,Null,250.28,250.281,0.001
42,Saccades,250.281,250.285,0.004
43,Null,250.285,250.291,0.006
44,Saccades,250.291,250.293,0.002
45,Null,250.293,250.301,0.008
46,Saccades,250.301,250.305,0.004
47,Fixation,250.305,250.401,0.096
48,Saccades,250.401,250.408,0.007
49,Fixation,250.408,250.603,0.195
50,Saccades,250.603,250.625,0.022
51,Fixation,250.625,250.968,0.343
52,Saccades,250.968,250.97,0.002
53,Null,250.97,250.976,0.006
54,Saccades,250.976,250.98,0.004
55,Fixation,250.98,251.116,0.136
56,Saccades,251.116,251.118,0.002
57,Null,251.118,251.126,0.008
58,Saccades,251.126,251.2,0.074
59,Null,251.2,251.21,0.01
60,Blink,251.21,251.286,0.076
61,Null,251.286,251.296,0.01
62,Saccades,251.296,251.306,0.01
63,Null,251.306,251.308,0.002
64,Saccades,251.308,251.313,0.005
65,Null,251.313,251.316,0.003
66,Saccades,251.316,251.321,0.005
67,Null,251.321,251.323,0.002
68,Saccades,251.323,251.326,0.003
69,Null,251.326,251.328,0.002
70,Saccades,251.328,251.333,0.005
71,Null,251.333,251.335,0.002
72,Saccades,251.335,251.341,0.006
73,Null,251.341,251.342,0.001
