Segment Info
Segment Name,5
Recording Name,记录002
Subject Name,被试001
Start Time(s),12.5848352
End Time(s),15.1243393

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.022,0.002,0.01,0.00733333333333333
2,Blink,1,0.103,0.103,0.103,0.103
3,Fixation,10,1.947,0.057,0.355,0.1947
4,Saccades,12,0.468,0.012,0.065,0.039

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Saccades,12.584,12.6,0.016
2,Fixation,12.6,12.692,0.092
3,Saccades,12.692,12.737,0.045
4,Fixation,12.737,12.985,0.248
5,Saccades,12.985,13.038,0.053
6,Fixation,13.038,13.188,0.15
7,Saccades,13.188,13.22,0.032
8,Fixation,13.22,13.545,0.325
9,Saccades,13.545,13.61,0.065
10,Fixation,13.61,13.94,0.33
11,Saccades,13.94,13.985,0.045
12,Fixation,13.985,14.34,0.355
13,Saccades,14.34,14.397,0.057
14,Fixation,14.397,14.503,0.106
15,Saccades,14.503,14.515,0.012
16,Null,14.515,14.525,0.01
17,Blink,14.525,14.628,0.103
18,Null,14.628,14.638,0.01
19,Saccades,14.638,14.658,0.02
20,Null,14.658,14.66,0.002
21,Saccades,14.66,14.69,0.03
22,Fixation,14.69,14.845,0.155
23,Saccades,14.845,14.898,0.053
24,Fixation,14.898,15.027,0.129
25,Saccades,15.027,15.067,0.04
26,Fixation,15.067,15.124,0.057
