Segment Info
Segment Name,34
Recording Name,记录001
Subject Name,被试001
Start Time(s),85.3052929
End Time(s),87.8129616

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.023,0.003,0.01,0.00766666666666667
2,Blink,1,0.157,0.157,0.157,0.157
3,Fixation,11,1.943,0.046,0.291,0.176636363636364
4,Saccades,11,0.384,0.003,0.065,0.0349090909090909

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,85.305,85.351,0.046
2,Saccades,85.351,85.36,0.009
3,Fixation,85.36,85.651,0.291
4,Saccades,85.651,85.683,0.032
5,Fixation,85.683,85.865,0.182
6,Saccades,85.865,85.89,0.025
7,Fixation,85.89,86.05,0.16
8,Saccades,86.05,86.086,0.036
9,Fixation,86.086,86.246,0.16
10,Saccades,86.246,86.291,0.045
11,Fixation,86.291,86.495,0.204
12,Saccades,86.495,86.543,0.048
13,Fixation,86.543,86.783,0.24
14,Saccades,86.783,86.843,0.06
15,Fixation,86.843,87.133,0.29
16,Saccades,87.133,87.198,0.065
17,Fixation,87.198,87.308,0.11
18,Null,87.308,87.318,0.01
19,Blink,87.318,87.475,0.157
20,Null,87.475,87.485,0.01
21,Saccades,87.485,87.488,0.003
22,Null,87.488,87.491,0.003
23,Saccades,87.491,87.5,0.009
24,Fixation,87.5,87.711,0.211
25,Saccades,87.711,87.763,0.052
26,Fixation,87.763,87.812,0.049
