Segment Info
Segment Name,50
Recording Name,记录001
Subject Name,被试002
Start Time(s),123.0809039
End Time(s),125.5701099

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,21,0.26,0.001,0.055,0.0123809523809524
2,Blink,1,0.02,0.02,0.02,0.02
3,Fixation,11,1.685,0.067,0.292,0.153181818181818
4,Saccades,31,0.525,0.001,0.115,0.0169354838709677

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,123.08,123.147,0.067
2,Saccades,123.147,123.197,0.05
3,Null,123.197,123.22,0.023
4,Saccades,123.22,123.225,0.005
5,Fixation,123.225,123.362,0.137
6,Saccades,123.362,123.413,0.051
7,Null,123.413,123.42,0.007
8,Saccades,123.42,123.437,0.017
9,Fixation,123.437,123.54,0.103
10,Saccades,123.54,123.575,0.035
11,Fixation,123.575,123.672,0.097
12,Saccades,123.672,123.682,0.01
13,Null,123.682,123.683,0.001
14,Saccades,123.683,123.688,0.005
15,Null,123.688,123.697,0.009
16,Saccades,123.697,123.698,0.001
17,Null,123.698,123.7,0.002
18,Saccades,123.7,123.703,0.003
19,Null,123.703,123.707,0.004
20,Saccades,123.707,123.71,0.003
21,Null,123.71,123.717,0.007
22,Saccades,123.717,123.718,0.001
23,Null,123.718,123.727,0.009
24,Saccades,123.727,123.735,0.008
25,Null,123.735,123.75,0.015
26,Saccades,123.75,123.752,0.002
27,Null,123.752,123.77,0.018
28,Saccades,123.77,123.772,0.002
29,Null,123.772,123.777,0.005
30,Saccades,123.777,123.778,0.001
31,Null,123.778,123.785,0.007
32,Saccades,123.785,123.787,0.002
33,Null,123.787,123.802,0.015
34,Saccades,123.802,123.805,0.003
35,Null,123.805,123.817,0.012
36,Saccades,123.817,123.822,0.005
37,Null,123.822,123.823,0.001
38,Saccades,123.823,123.825,0.002
39,Fixation,123.825,123.908,0.083
40,Saccades,123.908,123.92,0.012
41,Fixation,123.92,124.183,0.263
42,Saccades,124.183,124.197,0.014
43,Null,124.197,124.198,0.001
44,Saccades,124.198,124.2,0.002
45,Fixation,124.2,124.492,0.292
46,Saccades,124.492,124.607,0.115
47,Null,124.607,124.662,0.055
48,Saccades,124.662,124.668,0.006
49,Fixation,124.668,124.808,0.14
50,Saccades,124.808,124.837,0.029
51,Fixation,124.837,125.083,0.246
52,Saccades,125.083,125.145,0.062
53,Fixation,125.145,125.298,0.153
54,Saccades,125.298,125.338,0.04
55,Null,125.338,125.387,0.049
56,Saccades,125.387,125.388,0.001
57,Fixation,125.388,125.492,0.104
58,Saccades,125.492,125.512,0.02
59,Null,125.512,125.517,0.005
60,Saccades,125.517,125.53,0.013
61,Null,125.53,125.535,0.005
62,Saccades,125.535,125.54,0.005
63,Null,125.54,125.55,0.01
64,Blink,125.55,125.57,0.02
