Segment Info
Segment Name,5
Recording Name,记录001
Subject Name,被试002
Start Time(s),10.2212138
End Time(s),12.7165978

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,10,0.168,0.001,0.058,0.0168
2,Blink,1,0.172,0.172,0.172,0.172
3,Fixation,11,1.473,0.07,0.19,0.133909090909091
4,Saccades,19,0.682,0.002,0.09,0.0358947368421053

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,10.221,10.32,0.099
2,Saccades,10.32,10.345,0.025
3,Fixation,10.345,10.507,0.162
4,Saccades,10.507,10.568,0.061
5,Null,10.568,10.577,0.009
6,Saccades,10.577,10.592,0.015
7,Null,10.592,10.593,0.001
8,Saccades,10.593,10.598,0.005
9,Fixation,10.598,10.773,0.175
10,Saccades,10.773,10.837,0.064
11,Null,10.837,10.84,0.003
12,Saccades,10.84,10.863,0.023
13,Null,10.863,10.865,0.002
14,Saccades,10.865,10.872,0.007
15,Fixation,10.872,11.062,0.19
16,Saccades,11.062,11.145,0.083
17,Fixation,11.145,11.297,0.152
18,Saccades,11.297,11.377,0.08
19,Null,11.377,11.428,0.051
20,Saccades,11.428,11.518,0.09
21,Fixation,11.518,11.647,0.129
22,Saccades,11.647,11.693,0.046
23,Null,11.693,11.702,0.009
24,Saccades,11.702,11.713,0.011
25,Fixation,11.713,11.848,0.135
26,Saccades,11.848,11.878,0.03
27,Fixation,11.878,11.965,0.087
28,Saccades,11.965,12.01,0.045
29,Null,12.01,12.022,0.012
30,Saccades,12.022,12.03,0.008
31,Fixation,12.03,12.195,0.165
32,Saccades,12.195,12.23,0.035
33,Null,12.23,12.24,0.01
34,Blink,12.24,12.412,0.172
35,Null,12.412,12.47,0.058
36,Saccades,12.47,12.505,0.035
37,Null,12.505,12.518,0.013
38,Saccades,12.518,12.52,0.002
39,Fixation,12.52,12.59,0.07
40,Saccades,12.59,12.607,0.017
41,Fixation,12.607,12.716,0.109
