Segment Info
Segment Name,184
Recording Name,记录001
Subject Name,被试001
Start Time(s),462.3819461
End Time(s),464.8869243

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,11,0.143,0.002,0.026,0.013
2,Blink,2,0.27,0.1,0.17,0.135
3,Fixation,7,1.662,0.062,0.547,0.237428571428571
4,Saccades,15,0.43,0.003,0.138,0.0286666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,462.381,462.577,0.196
2,Saccades,462.577,462.625,0.048
3,Fixation,462.625,462.814,0.189
4,Saccades,462.814,462.859,0.045
5,Fixation,462.859,462.96,0.101
6,Saccades,462.96,462.972,0.012
7,Null,462.972,462.982,0.01
8,Blink,462.982,463.152,0.17
9,Null,463.152,463.175,0.023
10,Saccades,463.175,463.195,0.02
11,Null,463.195,463.197,0.002
12,Saccades,463.197,463.2,0.003
13,Null,463.2,463.207,0.007
14,Saccades,463.207,463.234,0.027
15,Null,463.234,463.26,0.026
16,Saccades,463.26,463.289,0.029
17,Null,463.289,463.312,0.023
18,Saccades,463.312,463.32,0.008
19,Null,463.32,463.334,0.014
20,Saccades,463.334,463.34,0.006
21,Fixation,463.34,463.402,0.062
22,Saccades,463.402,463.454,0.052
23,Fixation,463.454,463.647,0.193
24,Saccades,463.647,463.785,0.138
25,Fixation,463.785,464.332,0.547
26,Saccades,464.332,464.342,0.01
27,Null,464.342,464.357,0.015
28,Saccades,464.357,464.365,0.008
29,Null,464.365,464.375,0.01
30,Blink,464.375,464.475,0.1
31,Null,464.475,464.485,0.01
32,Saccades,464.485,464.497,0.012
33,Null,464.497,464.5,0.003
34,Saccades,464.5,464.512,0.012
35,Fixation,464.512,464.886,0.374
