Segment Info
Segment Name,40
Recording Name,记录001
Subject Name,被试002
Start Time(s),97.9892997
End Time(s),100.4790322

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,9,0.074,0.002,0.025,0.00822222222222222
2,Blink,1,0.083,0.083,0.083,0.083
3,Fixation,12,1.812,0.023,0.237,0.151
4,Saccades,19,0.521,0.001,0.103,0.0274210526315789

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,97.989,98.012,0.023
2,Saccades,98.012,98.015,0.003
3,Null,98.015,98.022,0.007
4,Saccades,98.022,98.027,0.005
5,Fixation,98.027,98.192,0.165
6,Saccades,98.192,98.253,0.061
7,Null,98.253,98.255,0.002
8,Saccades,98.255,98.278,0.023
9,Null,98.278,98.285,0.007
10,Saccades,98.285,98.287,0.002
11,Fixation,98.287,98.402,0.115
12,Saccades,98.402,98.403,0.001
13,Fixation,98.403,98.507,0.104
14,Saccades,98.507,98.555,0.048
15,Null,98.555,98.562,0.007
16,Saccades,98.562,98.573,0.011
17,Fixation,98.573,98.677,0.104
18,Saccades,98.677,98.712,0.035
19,Fixation,98.712,98.883,0.171
20,Saccades,98.883,98.885,0.002
21,Null,98.885,98.895,0.01
22,Blink,98.895,98.978,0.083
23,Null,98.978,98.988,0.01
24,Saccades,98.988,99.017,0.029
25,Fixation,99.017,99.178,0.161
26,Saccades,99.178,99.222,0.044
27,Fixation,99.222,99.368,0.146
28,Saccades,99.368,99.403,0.035
29,Fixation,99.403,99.637,0.234
30,Saccades,99.637,99.678,0.041
31,Fixation,99.678,99.863,0.185
32,Saccades,99.863,99.888,0.025
33,Null,99.888,99.892,0.004
34,Saccades,99.892,99.995,0.103
35,Null,99.995,99.997,0.002
36,Saccades,99.997,100.023,0.026
37,Null,100.023,100.048,0.025
38,Saccades,100.048,100.055,0.007
39,Fixation,100.055,100.292,0.237
40,Saccades,100.292,100.312,0.02
41,Fixation,100.312,100.479,0.167
