Segment Info
Segment Name,377
Recording Name,记录002
Subject Name,被试002
Start Time(s),947.9631739
End Time(s),950.4612958

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,16,0.161,0.001,0.045,0.0100625
2,Fixation,8,1.952,0.075,0.549,0.244
3,Saccades,23,0.385,0.001,0.06,0.0167391304347826

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,947.963,948.209,0.246
2,Saccades,948.209,948.26,0.051
3,Fixation,948.26,948.43,0.17
4,Saccades,948.43,948.45,0.02
5,Fixation,948.45,948.819,0.369
6,Saccades,948.819,948.839,0.02
7,Fixation,948.839,948.914,0.075
8,Saccades,948.914,948.92,0.006
9,Null,948.92,948.922,0.002
10,Saccades,948.922,948.939,0.017
11,Null,948.939,948.94,0.001
12,Saccades,948.94,948.942,0.002
13,Null,948.942,948.944,0.002
14,Saccades,948.944,948.967,0.023
15,Null,948.967,948.974,0.007
16,Saccades,948.974,948.975,0.001
17,Null,948.975,948.992,0.017
18,Saccades,948.992,948.995,0.003
19,Null,948.995,949,0.005
20,Saccades,949,949.004,0.004
21,Null,949.004,949.007,0.003
22,Saccades,949.007,949.01,0.003
23,Null,949.01,949.055,0.045
24,Saccades,949.055,949.057,0.002
25,Null,949.057,949.06,0.003
26,Saccades,949.06,949.105,0.045
27,Fixation,949.105,949.419,0.314
28,Saccades,949.419,949.445,0.026
29,Fixation,949.445,949.994,0.549
30,Saccades,949.994,950.054,0.06
31,Null,950.054,950.055,0.001
32,Saccades,950.055,950.067,0.012
33,Null,950.067,950.074,0.007
34,Saccades,950.074,950.077,0.003
35,Null,950.077,950.079,0.002
36,Saccades,950.079,950.097,0.018
37,Null,950.097,950.119,0.022
38,Saccades,950.119,950.12,0.001
39,Null,950.12,950.122,0.002
40,Saccades,950.122,950.124,0.002
41,Fixation,950.124,950.204,0.08
42,Saccades,950.204,950.255,0.051
43,Null,950.255,950.269,0.014
44,Saccades,950.269,950.282,0.013
45,Null,950.282,950.31,0.028
46,Saccades,950.31,950.312,0.002
47,Fixation,950.312,950.461,0.149
