Segment Info
Segment Name,208
Recording Name,记录002
Subject Name,被试002
Start Time(s),522.9152712
End Time(s),525.4160465

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,4,0.033,0.007,0.012,0.00825
2,Fixation,11,1.898,0.068,0.31,0.172545454545455
3,Saccades,14,0.57,0.002,0.068,0.0407142857142857

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,522.915,522.989,0.074
2,Saccades,522.989,523.05,0.061
3,Null,523.05,523.057,0.007
4,Saccades,523.057,523.09,0.033
5,Fixation,523.09,523.317,0.227
6,Saccades,523.317,523.362,0.045
7,Fixation,523.362,523.559,0.197
8,Saccades,523.559,523.627,0.068
9,Null,523.627,523.634,0.007
10,Saccades,523.634,523.644,0.01
11,Fixation,523.644,523.814,0.17
12,Saccades,523.814,523.857,0.043
13,Fixation,523.857,524.034,0.177
14,Saccades,524.034,524.097,0.063
15,Null,524.097,524.104,0.007
16,Saccades,524.104,524.112,0.008
17,Fixation,524.112,524.295,0.183
18,Saccades,524.295,524.345,0.05
19,Null,524.345,524.357,0.012
20,Saccades,524.357,524.359,0.002
21,Fixation,524.359,524.604,0.245
22,Saccades,524.604,524.662,0.058
23,Fixation,524.662,524.73,0.068
24,Saccades,524.73,524.782,0.052
25,Fixation,524.782,525.092,0.31
26,Saccades,525.092,525.114,0.022
27,Fixation,525.114,525.194,0.08
28,Saccades,525.194,525.249,0.055
29,Fixation,525.249,525.416,0.167
