Segment Info
Segment Name,62
Recording Name,记录001
Subject Name,被试002
Start Time(s),153.1496185
End Time(s),155.6540937

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,12,0.107,0.001,0.042,0.00891666666666667
2,Fixation,8,1.831,0.003,0.8,0.228875
3,Saccades,19,0.567,0.001,0.09,0.0298421052631579

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,153.149,153.152,0.003
2,Saccades,153.152,153.242,0.09
3,Null,153.242,153.247,0.005
4,Saccades,153.247,153.267,0.02
5,Fixation,153.267,153.375,0.108
6,Saccades,153.375,153.42,0.045
7,Null,153.42,153.423,0.003
8,Saccades,153.423,153.432,0.009
9,Null,153.432,153.452,0.02
10,Saccades,153.452,153.462,0.01
11,Null,153.462,153.473,0.011
12,Saccades,153.473,153.482,0.009
13,Fixation,153.482,153.578,0.096
14,Saccades,153.578,153.637,0.059
15,Fixation,153.637,153.758,0.121
16,Saccades,153.758,153.763,0.005
17,Null,153.763,153.805,0.042
18,Saccades,153.805,153.808,0.003
19,Fixation,153.808,153.998,0.19
20,Saccades,153.998,154.062,0.064
21,Null,154.062,154.063,0.001
22,Saccades,154.063,154.075,0.012
23,Null,154.075,154.082,0.007
24,Saccades,154.082,154.083,0.001
25,Fixation,154.083,154.335,0.252
26,Saccades,154.335,154.393,0.058
27,Null,154.393,154.403,0.01
28,Saccades,154.403,154.41,0.007
29,Fixation,154.41,155.21,0.8
30,Saccades,155.21,155.238,0.028
31,Null,155.238,155.24,0.002
32,Saccades,155.24,155.307,0.067
33,Null,155.307,155.308,0.001
34,Saccades,155.308,155.34,0.032
35,Null,155.34,155.343,0.003
36,Saccades,155.343,155.385,0.042
37,Null,155.385,155.387,0.002
38,Saccades,155.387,155.393,0.006
39,Fixation,155.393,155.654,0.261
