Segment Info
Segment Name,181
Recording Name,记录002
Subject Name,被试002
Start Time(s),455.0309094
End Time(s),457.5401927

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,28,0.393,0.001,0.052,0.0140357142857143
2,Fixation,7,1.541,0.073,0.637,0.220142857142857
3,Saccades,34,0.576,0.001,0.141,0.0169411764705882

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,455.03,455.103,0.073
2,Saccades,455.103,455.156,0.053
3,Null,455.156,455.178,0.022
4,Saccades,455.178,455.185,0.007
5,Fixation,455.185,455.306,0.121
6,Saccades,455.306,455.355,0.049
7,Null,455.355,455.368,0.013
8,Saccades,455.368,455.37,0.002
9,Fixation,455.37,455.483,0.113
10,Saccades,455.483,455.523,0.04
11,Fixation,455.523,455.788,0.265
12,Saccades,455.788,455.843,0.055
13,Fixation,455.843,456.085,0.242
14,Saccades,456.085,456.226,0.141
15,Null,456.226,456.228,0.002
16,Saccades,456.228,456.235,0.007
17,Null,456.235,456.263,0.028
18,Saccades,456.263,456.265,0.002
19,Null,456.265,456.268,0.003
20,Saccades,456.268,456.27,0.002
21,Null,456.27,456.278,0.008
22,Saccades,456.278,456.285,0.007
23,Null,456.285,456.328,0.043
24,Saccades,456.328,456.348,0.02
25,Null,456.348,456.36,0.012
26,Saccades,456.36,456.366,0.006
27,Null,456.366,456.406,0.04
28,Saccades,456.406,456.411,0.005
29,Null,456.411,456.448,0.037
30,Saccades,456.448,456.46,0.012
31,Null,456.46,456.461,0.001
32,Saccades,456.461,456.463,0.002
33,Null,456.463,456.47,0.007
34,Saccades,456.47,456.471,0.001
35,Null,456.471,456.473,0.002
36,Saccades,456.473,456.481,0.008
37,Null,456.481,456.483,0.002
38,Saccades,456.483,456.486,0.003
39,Null,456.486,456.538,0.052
40,Saccades,456.538,456.548,0.01
41,Null,456.548,456.566,0.018
42,Saccades,456.566,456.57,0.004
43,Null,456.57,456.571,0.001
44,Saccades,456.571,456.576,0.005
45,Null,456.576,456.585,0.009
46,Saccades,456.585,456.655,0.07
47,Null,456.655,456.656,0.001
48,Saccades,456.656,456.66,0.004
49,Null,456.66,456.665,0.005
50,Saccades,456.665,456.671,0.006
51,Null,456.671,456.691,0.02
52,Saccades,456.691,456.698,0.007
53,Null,456.698,456.706,0.008
54,Saccades,456.706,456.711,0.005
55,Null,456.711,456.713,0.002
56,Saccades,456.713,456.715,0.002
57,Null,456.715,456.72,0.005
58,Saccades,456.72,456.73,0.01
59,Null,456.73,456.76,0.03
60,Saccades,456.76,456.761,0.001
61,Null,456.761,456.763,0.002
62,Saccades,456.763,456.765,0.002
63,Null,456.765,456.775,0.01
64,Saccades,456.775,456.776,0.001
65,Fixation,456.776,456.866,0.09
66,Saccades,456.866,456.88,0.014
67,Null,456.88,456.89,0.01
68,Saccades,456.89,456.903,0.013
69,Fixation,456.903,457.54,0.637
