Segment Info
Segment Name,119
Recording Name,记录001
Subject Name,被试001
Start Time(s),299.0334338
End Time(s),301.5256346

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,6,0.065,0.005,0.02,0.0108333333333333
2,Blink,2,0.289,0.142,0.147,0.1445
3,Fixation,8,1.838,0.052,0.582,0.22975
4,Saccades,11,0.3,0.001,0.057,0.0272727272727273

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,299.033,299.085,0.052
2,Saccades,299.085,299.13,0.045
3,Fixation,299.13,299.39,0.26
4,Saccades,299.39,299.434,0.044
5,Fixation,299.434,299.649,0.215
6,Saccades,299.649,299.65,0.001
7,Null,299.65,299.66,0.01
8,Blink,299.66,299.802,0.142
9,Null,299.802,299.812,0.01
10,Saccades,299.812,299.817,0.005
11,Null,299.817,299.822,0.005
12,Saccades,299.822,299.832,0.01
13,Fixation,299.832,299.96,0.128
14,Saccades,299.96,300.017,0.057
15,Fixation,300.017,300.327,0.31
16,Saccades,300.327,300.375,0.048
17,Fixation,300.375,300.957,0.582
18,Saccades,300.957,300.972,0.015
19,Null,300.972,300.982,0.01
20,Blink,300.982,301.129,0.147
21,Null,301.129,301.139,0.01
22,Saccades,301.139,301.16,0.021
23,Null,301.16,301.18,0.02
24,Saccades,301.18,301.187,0.007
25,Fixation,301.187,301.292,0.105
26,Saccades,301.292,301.339,0.047
27,Fixation,301.339,301.525,0.186
